,age,asists,avgp,aw,blocks,clear,crosses,disp,drb,flag,fouled,fouls,full_time,goals,half_time,inter,keyp,league,longb,mins,motm,name,off,offsides,owng,player_number,position,ps_x,ps_y,rating,red,spg,tackles,tall,team_name,thrb,unstch,weight,yel,labeled_league
2651,29.0,0.0,1.0,0.7,0.0,0.8,77.3,0.7,0.3,de,0.7,0.9,7.0,0.0,2.0,0.6,1.0,LaLiga,0.3,557.0,0.0,Patrick Ebert,0.2,0.0,0.0,13750.0,M(LR),77.3,26.4,6.15,1.0,1.1,0.4,175.0,Rayo Vallecano,0.4,1.1,72.0,3.0,4
33,25.0,3.0,0.7,0.8,0.1,0.2,78.5,0.5,0.7,de,1.0,0.8,21.0,9.0,8.0,0.8,0.7,Bundesliga,0.2,1904.0,2.0,André Schürrle,0.4,0.0,0.0,77461.0,"M(LR),FW",78.5,24.4,6.93,0.0,2.4,0.9,184.0,Wolfsburg,0.7,1.1,72.0,5.0,0
289,29.0,0.0,0.5,2.1,0.1,0.7,67.6,0.5,0.9,at,0.5,1.1,11.0,2.0,8.0,1.0,0.5,Bundesliga,0.1,997.0,0.0,Martin Harnik,0.2,0.1,0.0,19787.0,"M(LR),FW",67.6,17.4,6.56,0.0,1.7,0.7,185.0,VfB Stuttgart,0.5,1.7,80.0,2.0,0
372,25.0,1.0,0.7,0.5,0.0,0.2,71.1,0.3,0.4,de,1.2,0.4,5.0,3.0,13.0,0.5,0.7,Bundesliga,0.2,629.0,1.0,Patrick Herrmann,0.0,0.0,0.0,83234.0,"M(LR),FW",71.1,11.2,6.57,0.0,0.7,0.7,179.0,Borussia M.Gladbach,0.2,0.6,70.0,0.0,0
444,27.0,5.0,0.9,0.9,0.1,0.1,68.7,1.0,0.3,ga,0.5,0.9,28.0,25.0,3.0,0.3,0.9,Bundesliga,0.2,2475.0,2.0,Pierre-Emerick Aubameyang,0.9,0.0,0.0,44120.0,"M(LR),FW",68.7,16.6,7.31,0.0,3.8,0.2,187.0,Borussia Dortmund,0.1,1.3,80.0,4.0,0
572,26.0,0.0,0.0,0.0,0.0,0.0,71.4,0.0,0.0,fr,1.0,0.0,0.0,0.0,1.0,1.0,0.0,Ligue1,0.0,20.0,0.0,Yohan Mollo,0.0,0.0,0.0,69386.0,"M(LR),FW",71.4,7.0,6.1,0.0,1.0,0.0,175.0,Saint-Etienne,0.0,0.0,80.0,0.0,1
751,25.0,3.0,1.3,1.0,0.0,0.0,77.4,2.4,0.6,fr,1.9,1.6,34.0,21.0,0.0,0.3,1.3,Ligue1,0.1,2962.0,2.0,Alexandre Lacazette,0.7,0.0,0.0,73078.0,"M(LR),FW",77.4,30.2,7.36,0.0,2.8,1.1,175.0,Lyon,0.4,2.5,73.0,5.0,1
943,27.0,1.0,0.6,1.5,0.1,0.4,73.2,1.7,0.3,cm,1.1,1.0,26.0,13.0,5.0,0.3,0.6,Ligue1,0.2,2231.0,1.0,Benjamin Moukandjo,0.5,0.0,0.0,66194.0,"M(LR),FW",73.2,21.0,6.75,0.0,1.8,0.5,180.0,Lorient,0.8,2.4,74.0,3.0,1
1345,29.0,1.0,1.1,0.0,0.1,0.1,85.9,0.9,0.1,ci,0.4,0.2,13.0,6.0,1.0,0.7,1.1,SerieA,0.0,1089.0,3.0,Gervinho,0.9,0.0,0.0,17740.0,"M(LR),FW",85.9,22.9,7.28,0.0,1.9,0.5,179.0,Roma,0.1,1.6,66.0,0.0,2
1452,28.0,2.0,1.0,0.6,0.1,0.3,86.0,0.9,0.4,fr,0.7,0.4,7.0,1.0,13.0,0.4,1.0,SerieA,0.6,861.0,2.0,Jonathan Biabiany,0.1,0.0,0.0,41237.0,"M(LR),FW",86.0,15.0,6.87,0.0,1.0,1.5,175.0,Inter,0.7,1.3,70.0,3.0,2
1724,27.0,4.0,2.1,0.7,0.1,0.2,79.6,3.3,0.8,cl,2.2,1.1,28.0,13.0,2.0,0.8,2.1,PremierLeague,0.4,2446.0,6.0,Alexis Sánchez,0.4,0.0,0.0,25244.0,"M(LR),FW",79.6,47.8,7.72,0.0,3.6,1.6,168.0,Arsenal,2.4,2.4,62.0,1.0,3
1745,27.0,2.0,0.6,0.2,0.0,0.3,79.7,1.1,0.3,gb,0.9,0.1,15.0,5.0,13.0,0.5,0.6,PremierLeague,0.1,1375.0,1.0,Theo Walcott,0.5,0.0,0.0,13796.0,"M(LR),FW",79.7,11.1,6.58,0.0,1.6,0.4,176.0,Arsenal,0.1,1.3,68.0,0.0,3
2180,28.0,4.0,0.9,1.4,0.1,0.3,68.4,1.9,0.2,es,0.5,0.3,10.0,4.0,6.0,0.1,0.9,LaLiga,0.1,793.0,0.0,Adrián,0.9,0.0,0.0,14089.0,"M(LR),FW",68.4,21.4,6.65,0.0,0.5,0.2,180.0,Villarreal,0.4,1.4,71.0,1.0,4
40,28.0,6.0,1.7,0.6,0.0,0.0,82.3,1.0,0.4,de,0.7,0.6,28.0,6.0,4.0,0.3,1.7,Bundesliga,0.3,2427.0,2.0,Max Kruse,0.2,0.0,0.0,31552.0,"M(CR),FW",82.3,34.4,6.8,0.0,1.9,0.3,180.0,Wolfsburg,2.6,1.7,76.0,3.0,0
357,27.0,8.0,1.8,1.5,0.2,0.6,80.3,1.4,1.0,de,2.0,2.3,29.0,7.0,1.0,1.4,1.8,Bundesliga,0.1,2597.0,1.0,Lars Stindl,0.5,0.0,0.0,30110.0,"M(CR),FW",80.3,47.3,7.44,0.0,2.2,1.5,180.0,Borussia M.Gladbach,1.4,1.4,75.0,5.0,0
470,26.0,5.0,1.9,1.7,0.0,0.5,77.0,1.1,0.6,de,0.9,0.8,26.0,20.0,5.0,0.5,1.9,Bundesliga,0.2,2345.0,3.0,Thomas Müller,0.4,0.0,0.0,37099.0,"M(CR),FW",77.0,34.1,7.49,0.0,3.0,0.8,186.0,Bayern Munich,0.9,1.5,75.0,4.0,0
564,29.0,1.0,0.7,2.1,0.0,0.6,61.9,0.8,0.8,fr,1.0,1.1,5.0,1.0,11.0,0.4,0.7,Ligue1,0.1,542.0,1.0,Benjamin Corgnet,0.0,0.0,0.0,90107.0,"M(CR),FW",61.9,15.3,6.52,0.0,0.7,1.1,180.0,Saint-Etienne,0.3,0.7,75.0,0.0,1
780,26.0,11.0,3.1,0.8,0.1,0.2,77.8,3.3,1.1,dz,1.1,0.7,37.0,2.0,1.0,0.8,3.1,Ligue1,2.8,3249.0,4.0,Ryad Boudebouz,0.0,0.0,0.0,67958.0,"M(CR),FW",77.8,50.2,7.26,0.0,1.4,1.2,177.0,Montpellier,3.9,1.9,74.0,3.0,1
863,29.0,6.0,1.0,0.2,0.0,0.1,79.7,2.5,0.4,fr,1.4,0.9,33.0,17.0,1.0,0.3,1.0,Ligue1,1.0,2844.0,5.0,Hatem Ben Arfa,0.3,0.0,0.0,10194.0,"M(CR),FW",79.7,36.7,7.58,0.0,2.7,0.4,177.0,Nice,1.9,2.1,69.0,2.0,1
944,31.0,5.0,1.3,0.1,0.0,0.3,83.1,1.3,1.0,fr,1.2,0.6,21.0,2.0,6.0,0.9,1.3,Ligue1,0.6,1787.0,1.0,Yann Jouffre,0.1,0.0,0.0,13294.0,"M(CR),FW",83.1,45.0,6.74,0.0,1.5,1.0,175.0,Lorient,3.3,0.9,65.0,3.0,1
1187,29.0,0.0,0.5,0.7,0.0,0.3,75.2,0.5,0.0,gh,0.3,0.5,1.0,1.0,10.0,0.0,0.5,SerieA,0.1,188.0,0.0,Kevin-Prince Boateng,0.1,0.0,0.0,11867.0,"M(CR),FW",75.2,12.5,6.29,0.0,0.5,0.5,186.0,AC Milan,1.1,0.7,86.0,1.0,2
56,27.0,2.0,1.3,2.8,0.1,0.8,72.5,1.5,0.7,cm,1.6,1.6,21.0,6.0,7.0,1.2,1.3,Bundesliga,0.5,1865.0,3.0,Eric Maxim Choupo-Moting,0.5,0.0,0.0,29809.0,"M(CLR),FW",72.5,24.9,7.37,0.0,1.8,1.3,191.0,Schalke 04,0.9,2.1,91.0,1.0,0
204,29.0,1.0,0.8,0.5,0.1,0.1,73.7,1.1,0.9,de,1.1,0.5,22.0,8.0,8.0,1.1,0.8,Bundesliga,0.1,2070.0,1.0,Fin Bartels,0.1,0.0,0.0,21666.0,"M(CLR),FW",73.7,22.1,6.8,1.0,1.4,1.0,176.0,Werder Bremen,0.9,1.5,69.0,5.0,0
250,28.0,5.0,1.0,1.2,0.0,0.4,68.2,0.8,1.5,de,1.1,2.0,27.0,9.0,2.0,1.1,1.0,Bundesliga,0.1,2163.0,2.0,Nicolai Müller,0.3,0.0,0.0,35738.0,"M(CLR),FW",68.2,21.9,7.03,0.0,1.3,2.0,173.0,Hamburger SV,0.2,1.6,66.0,6.0,0
309,22.0,5.0,2.6,1.2,0.0,0.5,74.3,1.5,0.8,tr,1.0,1.0,27.0,3.0,4.0,1.2,2.6,Bundesliga,1.8,2265.0,2.0,Hakan Calhanoglu,0.1,0.0,0.0,110373.0,"M(CLR),FW",74.3,40.5,7.19,0.0,2.8,1.3,176.0,Bayer Leverkusen,3.0,1.9,76.0,1.0,0
445,27.0,3.0,1.7,0.3,0.0,0.1,82.1,1.1,0.2,de,1.1,0.9,24.0,12.0,2.0,0.7,1.7,Bundesliga,0.3,1927.0,2.0,Marco Reus,1.4,0.0,0.0,41330.0,"M(CLR),FW",82.1,29.9,7.2,0.0,2.4,1.0,180.0,Borussia Dortmund,0.8,1.2,75.0,2.0,0
473,24.0,4.0,1.3,0.4,0.0,0.2,86.9,0.9,0.9,de,0.8,1.6,11.0,3.0,3.0,0.4,1.3,Bundesliga,0.3,957.0,1.0,Mario Götze,0.7,0.0,0.0,80382.0,"M(CLR),FW",86.9,37.6,7.16,0.0,1.3,1.1,176.0,Bayern Munich,0.4,1.7,64.0,1.0,0
475,32.0,1.0,1.8,0.5,0.0,0.1,80.4,0.8,0.3,nl,0.9,0.3,14.0,4.0,1.0,0.4,1.8,Bundesliga,0.6,1101.0,1.0,Arjen Robben,0.7,0.0,0.0,4173.0,"M(CLR),FW",80.4,38.1,7.14,0.0,3.5,0.3,180.0,Bayern Munich,1.3,1.0,80.0,1.0,0
512,29.0,0.0,0.3,0.4,0.0,0.0,71.2,1.3,0.0,sn,0.6,0.2,5.0,0.0,6.0,0.0,0.3,Ligue1,0.3,356.0,0.0,Issiar Dia,0.1,0.0,0.0,13849.0,"M(CLR),FW",71.2,9.5,6.31,0.0,0.5,0.1,172.0,GFC Ajaccio,0.1,1.1,73.0,0.0,1
559,27.0,2.0,0.8,0.8,0.1,0.3,76.6,2.4,0.5,fr,0.7,0.9,25.0,2.0,6.0,0.9,0.8,Ligue1,0.4,2279.0,1.0,Kévin Monnet-Paquet,0.6,0.0,0.0,23094.0,"M(CLR),FW",76.6,23.7,6.68,0.0,1.5,1.1,183.0,Saint-Etienne,0.2,2.0,73.0,2.0,1
581,27.0,3.0,1.0,1.3,0.1,0.1,78.1,2.0,0.7,tg,1.7,1.7,30.0,8.0,2.0,0.7,1.0,Ligue1,0.5,2628.0,2.0,Floyd Ayité,0.5,0.0,0.0,42572.0,"M(CLR),FW",78.1,24.8,6.81,1.0,2.3,1.1,174.0,SC Bastia,0.8,1.9,68.0,2.0,1
796,28.0,1.0,0.6,0.4,0.1,0.1,75.8,1.2,0.3,fr,0.7,0.4,10.0,3.0,9.0,0.4,0.6,Ligue1,0.3,1032.0,0.0,Kévin Berigaud,0.2,0.0,0.0,90124.0,"M(CLR),FW",75.8,17.2,6.51,0.0,1.1,0.7,176.0,Montpellier,0.1,1.5,72.0,0.0,1
1015,25.0,0.0,0.8,2.1,0.2,0.8,80.9,1.3,1.7,sn,1.8,0.9,18.0,2.0,0.0,1.7,0.8,Ligue1,0.4,1560.0,1.0,Henri Saivet,0.0,0.0,0.0,34949.0,"M(CLR),FW",80.9,54.9,7.33,1.0,1.5,3.8,175.0,Bordeaux,3.1,0.8,73.0,3.0,1
1096,36.0,1.0,0.4,0.4,0.1,0.2,78.9,0.6,0.2,it,1.0,0.5,6.0,1.0,6.0,0.3,0.4,SerieA,0.1,503.0,0.0,Stefano Mauri,0.3,0.0,0.0,4138.0,"M(CLR),FW",78.9,15.0,6.39,0.0,0.5,0.3,184.0,Lazio,0.8,1.3,79.0,0.0,2
1152,22.0,2.0,0.9,0.6,0.0,0.2,75.2,1.5,0.3,se,0.7,1.3,14.0,1.0,16.0,0.2,0.9,SerieA,0.6,1505.0,0.0,Robin Quaison,0.1,0.0,0.0,105117.0,"M(CLR),FW",75.2,16.1,6.48,0.0,0.6,1.0,180.0,Palermo,0.5,1.1,73.0,5.0,2
1186,29.0,0.0,0.6,0.1,0.0,0.0,81.0,1.0,0.2,fr,0.5,0.6,2.0,2.0,8.0,0.0,0.6,SerieA,0.0,288.0,0.0,Jérémy Menez,0.8,0.0,0.0,10407.0,"M(CLR),FW",81.0,15.3,6.3,0.0,0.6,0.8,181.0,AC Milan,0.7,0.7,77.0,1.0,2
1318,28.0,5.0,1.6,0.4,0.0,0.3,86.4,1.2,0.8,co,3.1,1.2,16.0,4.0,12.0,0.8,1.6,SerieA,1.1,1710.0,4.0,Juan Cuadrado,0.1,0.0,0.0,44868.0,"M(CLR),FW",86.4,32.3,7.29,0.0,1.3,1.3,178.0,Juventus,1.3,1.0,71.0,2.0,2
1342,27.0,7.0,2.1,0.5,0.1,0.5,84.8,1.7,1.1,ar,1.9,0.9,14.0,3.0,1.0,0.5,2.1,SerieA,1.5,1205.0,3.0,Diego Perotti,0.0,0.0,0.0,31388.0,"M(CLR),FW",84.8,47.9,7.8,0.0,1.7,1.4,179.0,Roma,1.3,1.9,70.0,2.0,2
1583,27.0,2.0,2.2,0.4,0.1,0.3,82.1,1.2,0.9,ar,2.0,0.7,14.0,1.0,2.0,0.6,2.2,SerieA,1.3,1087.0,0.0,Diego Perotti,0.1,0.0,0.0,31388.0,"M(CLR),FW",82.1,35.3,7.23,2.0,0.9,1.6,179.0,Genoa,0.7,1.1,70.0,1.0,2
1692,24.0,7.0,1.6,0.3,0.1,0.4,76.6,2.1,0.9,br,0.6,0.9,24.0,10.0,7.0,0.5,1.6,PremierLeague,0.1,1982.0,5.0,Roberto Firmino,0.5,0.0,0.0,96182.0,"M(CLR),FW",76.6,32.2,7.19,0.0,2.0,2.2,181.0,Liverpool,0.7,1.8,76.0,1.0,3
1789,32.0,3.0,0.9,3.0,0.2,1.0,65.7,1.0,0.3,ie,1.0,0.5,18.0,5.0,9.0,0.2,0.9,PremierLeague,0.1,1725.0,1.0,Jonathan Walters,0.9,0.0,0.0,3860.0,"M(CLR),FW",65.7,18.2,6.66,0.0,1.2,0.3,183.0,Stoke,0.6,1.7,79.0,1.0,3
2098,25.0,0.0,0.3,0.3,0.0,0.5,75.3,0.5,1.3,sn,0.3,0.3,2.0,0.0,2.0,1.5,0.3,PremierLeague,0.0,148.0,0.0,Henri Saivet,0.0,0.0,0.0,34949.0,"M(CLR),FW",75.3,20.3,6.42,0.0,0.0,3.3,175.0,Newcastle United,1.0,0.5,73.0,0.0,3
2106,30.0,0.0,0.1,0.5,0.3,0.4,79.1,0.9,0.3,fr,0.1,0.4,2.0,0.0,6.0,0.8,0.1,PremierLeague,0.1,224.0,0.0,Yoan Gouffran,0.0,0.1,0.0,18436.0,"M(CLR),FW",79.1,11.4,6.16,0.0,0.4,0.8,176.0,Newcastle United,0.9,0.4,76.0,0.0,3
2143,26.0,2.0,0.7,1.3,0.1,0.4,81.7,2.1,1.2,gh,2.3,1.0,34.0,12.0,0.0,0.7,0.7,PremierLeague,0.1,2940.0,3.0,André Ayew,0.3,0.0,0.0,30060.0,"M(CLR),FW",81.7,31.0,6.98,0.0,2.0,1.6,176.0,Swansea,0.7,1.5,72.0,5.0,3
2160,31.0,1.0,1.0,0.2,0.0,0.3,74.5,1.9,0.3,gb,0.8,1.1,22.0,2.0,6.0,0.4,1.0,PremierLeague,0.4,1683.0,0.0,Wayne Routledge,0.3,0.0,0.0,4759.0,"M(CLR),FW",74.5,23.2,6.38,0.0,0.6,0.8,170.0,Swansea,0.8,2.0,64.0,3.0,3
2209,25.0,3.0,1.0,1.0,0.0,0.4,75.9,1.0,0.4,es,1.0,0.6,15.0,2.0,10.0,0.6,1.0,LaLiga,0.5,1361.0,0.0,Rodrigo,0.4,0.0,0.0,83459.0,"M(CLR),FW",75.9,18.9,6.65,1.0,1.5,0.7,181.0,Valencia,0.3,1.3,77.0,1.0,4
2265,31.0,2.0,0.6,1.6,0.1,0.7,66.3,2.2,0.4,es,1.6,2.1,12.0,3.0,2.0,0.8,0.6,LaLiga,0.2,1020.0,0.0,Ángel Lafita,0.2,0.0,0.0,14100.0,"M(CLR),FW",66.3,17.4,6.59,0.0,2.0,0.8,187.0,Getafe,0.6,2.2,73.0,5.0,4
2279,29.0,6.0,0.8,3.7,0.1,1.1,63.7,1.3,1.1,es,2.5,2.3,27.0,7.0,3.0,1.1,0.8,LaLiga,0.1,2375.0,2.0,Raúl García,0.4,0.0,0.0,11386.0,"M(CLR),FW",63.7,30.8,7.25,0.0,2.6,2.3,184.0,Athletic Bilbao,1.0,1.8,81.0,10.0,4
2523,29.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,0.0,es,3.0,0.0,0.0,0.0,1.0,0.0,0.0,LaLiga,0.0,9.0,0.0,Raúl García,0.0,0.0,0.0,11386.0,"M(CLR),FW",80.0,5.0,6.22,0.0,1.0,1.0,184.0,Atletico Madrid,0.0,0.0,81.0,0.0,4
2551,26.0,10.0,2.2,0.9,0.1,0.3,79.9,0.8,0.4,gb,1.2,0.6,21.0,19.0,2.0,0.9,2.2,LaLiga,0.8,1741.0,5.0,Gareth Bale,0.7,0.0,0.0,13812.0,"M(CLR),FW",79.9,30.3,8.12,0.0,3.5,0.5,183.0,Real Madrid,1.3,1.3,74.0,2.0,4
2610,27.0,4.0,1.4,0.5,0.0,0.1,79.3,1.8,0.6,mx,2.3,1.0,32.0,5.0,3.0,0.3,1.4,LaLiga,0.8,2765.0,1.0,Carlos Vela,0.7,0.0,0.0,25165.0,"M(CLR),FW",79.3,29.9,6.81,0.0,1.7,0.8,177.0,Real Sociedad,1.6,1.7,75.0,5.0,4
2891,35.0,3.0,1.3,2.8,0.0,1.1,71.6,1.2,0.7,nl,1.3,0.9,31.0,19.0,1.0,0.8,1.3,Eredivisie,0.6,2753.0,6.0,Dirk Kuyt,0.4,0.1,0.0,7516.0,"M(CLR),FW",71.6,47.7,7.41,0.0,2.6,1.0,184.0,Feyenoord,1.8,1.4,77.0,5.0,5
63,26.0,1.0,1.3,0.7,0.0,0.1,80.9,1.1,1.1,ma,0.9,1.0,8.0,2.0,7.0,1.1,1.3,Bundesliga,0.1,813.0,1.0,Younès Belhanda,0.1,0.0,0.0,78195.0,M(CL),80.9,26.5,6.87,0.0,0.9,1.4,177.0,Schalke 04,1.1,1.3,78.0,2.0,0
107,32.0,0.0,0.5,0.3,0.0,0.0,79.0,0.2,0.0,de,0.8,0.7,2.0,0.0,4.0,0.0,0.5,Bundesliga,0.2,152.0,0.0,Piotr Trochowski,0.0,0.0,0.0,6111.0,M(CL),79.0,13.5,6.1,0.0,1.0,0.5,169.0,Augsburg,0.3,0.5,72.0,0.0,0
176,27.0,1.0,0.4,0.8,0.0,0.6,69.0,1.8,0.6,tn,1.7,1.6,7.0,1.0,2.0,0.6,0.4,Bundesliga,0.3,608.0,0.0,Änis Ben-Hatira,0.4,0.0,0.0,19956.0,M(CL),69.0,17.2,6.69,0.0,1.3,1.0,183.0,Eintracht Frankfurt,0.7,2.2,82.0,2.0,0
342,22.0,4.0,0.8,1.4,0.1,0.5,80.0,0.7,0.9,de,1.5,1.0,22.0,2.0,7.0,1.2,0.8,Bundesliga,0.1,1887.0,0.0,Yannick Gerhardt,0.1,0.0,0.0,130899.0,M(CL),80.0,27.9,6.78,0.0,0.9,2.0,184.0,FC Cologne,1.2,1.6,81.0,3.0,0
650,29.0,0.0,0.8,0.4,0.1,0.0,87.5,1.9,0.7,fr,0.8,0.5,8.0,2.0,4.0,0.3,0.8,Ligue1,0.3,626.0,1.0,Yoann Gourcuff,0.2,0.0,0.0,8006.0,M(CL),87.5,31.9,6.55,0.0,0.8,1.0,185.0,Rennes,0.8,0.6,79.0,0.0,1
768,25.0,3.0,1.0,0.9,0.0,0.8,77.0,1.1,1.1,fr,1.3,1.3,10.0,2.0,8.0,0.9,1.0,Ligue1,0.3,1013.0,0.0,Clément Grenier,0.0,0.0,0.0,79562.0,M(CL),77.0,41.6,6.63,1.0,0.8,1.3,186.0,Lyon,2.1,1.8,72.0,2.0,1
785,26.0,3.0,0.8,1.4,0.2,1.0,88.2,1.6,0.9,fr,1.2,0.9,35.0,4.0,1.0,1.9,0.8,Ligue1,0.2,3140.0,2.0,Jonas Martin,0.2,0.0,0.0,92792.0,M(CL),88.2,56.9,7.05,0.0,0.9,1.8,184.0,Montpellier,3.0,0.9,76.0,5.0,1
882,26.0,0.0,0.5,0.5,0.1,0.9,79.3,0.9,0.9,se,0.7,1.1,9.0,1.0,6.0,1.7,0.5,Ligue1,0.5,797.0,1.0,Niklas Hult,0.1,0.0,0.0,74328.0,M(CL),79.3,23.9,6.55,1.0,0.3,2.1,173.0,Nice,0.7,0.9,66.0,2.0,1
1050,31.0,6.0,2.1,0.2,0.1,0.5,89.2,1.9,1.0,es,2.7,0.8,35.0,4.0,2.0,0.8,2.1,SerieA,0.7,3099.0,3.0,Borja Valero,0.1,0.0,0.0,19112.0,M(CL),89.2,59.3,7.1,0.0,1.0,1.4,175.0,Fiorentina,2.5,1.4,73.0,5.0,2
1169,29.0,3.0,1.0,2.2,0.1,1.1,76.2,1.8,1.2,sk,1.6,2.2,24.0,1.0,5.0,2.2,1.0,SerieA,0.1,2083.0,3.0,Juraj Kucka,0.0,0.1,0.0,32514.0,M(CL),76.2,34.2,7.1,0.0,1.6,2.8,186.0,AC Milan,1.6,1.6,84.0,11.0,2
1185,26.0,1.0,0.4,0.1,0.0,0.1,89.5,0.7,0.7,it,0.7,0.5,4.0,0.0,14.0,1.3,0.4,SerieA,0.1,570.0,0.0,Andrea Poli,0.0,0.0,0.0,31355.0,M(CL),89.5,14.3,6.33,0.0,0.3,0.8,181.0,AC Milan,0.5,0.6,70.0,1.0,2
1493,29.0,0.0,0.5,0.5,0.3,0.6,78.4,0.5,1.3,br,0.7,0.8,4.0,0.0,7.0,1.3,0.5,SerieA,0.2,446.0,0.0,Marquinho,0.1,0.0,0.0,40802.0,M(CL),78.4,18.1,6.33,0.0,0.7,0.8,182.0,Udinese,0.4,0.5,79.0,3.0,2
1500,29.0,0.0,0.7,0.4,0.3,1.0,79.4,1.5,1.5,fi,3.5,2.5,26.0,1.0,2.0,2.0,0.7,SerieA,0.7,2261.0,1.0,Perparim Hetemaj,0.1,0.0,0.0,22406.0,M(CL),79.4,36.1,7.0,0.0,0.9,2.7,176.0,Chievo,1.4,1.5,68.0,7.0,2
1590,23.0,4.0,0.9,1.1,0.1,1.2,75.1,1.1,1.3,uy,1.3,1.2,35.0,3.0,0.0,1.5,0.9,SerieA,0.5,3074.0,3.0,Diego Laxalt,0.0,0.2,0.0,135584.0,M(CL),75.1,34.5,6.93,0.0,0.9,2.2,176.0,Genoa,1.0,1.7,67.0,3.0,2
1600,29.0,0.0,0.0,2.0,1.0,1.0,80.4,2.0,0.0,sk,1.0,3.0,1.0,0.0,0.0,1.0,0.0,SerieA,0.0,90.0,0.0,Juraj Kucka,0.0,0.0,0.0,32514.0,M(CL),80.4,46.0,6.57,0.0,0.0,2.0,186.0,Genoa,3.0,1.0,84.0,0.0,2
1633,22.0,8.0,1.5,0.7,0.1,0.5,86.0,2.0,0.7,gb,1.9,0.8,36.0,8.0,2.0,0.4,1.5,PremierLeague,0.6,3087.0,3.0,Ross Barkley,0.1,0.0,0.0,92547.0,M(CL),86.0,47.4,7.31,0.0,2.5,0.9,189.0,Everton,2.7,1.6,76.0,4.0,3
1733,25.0,0.0,0.2,0.7,0.3,0.8,89.1,0.7,0.8,fr,0.9,0.9,21.0,0.0,5.0,2.9,0.2,PremierLeague,0.1,1647.0,1.0,Francis Coquelin,0.0,0.0,0.0,69738.0,M(CL),89.1,42.9,7.1,1.0,0.3,2.8,178.0,Arsenal,2.2,0.5,74.0,5.0,3
1773,29.0,0.0,0.5,1.3,0.0,0.8,70.1,1.5,0.3,gb,1.0,1.0,1.0,0.0,3.0,0.0,0.5,PremierLeague,0.5,151.0,0.0,Bradley Johnson,0.3,0.0,0.0,12490.0,M(CL),70.1,16.8,6.18,0.0,2.5,1.3,178.0,Norwich,0.8,0.3,68.0,0.0,3
1861,29.0,3.0,1.1,1.2,0.3,1.7,85.3,0.7,0.9,za,0.5,0.7,38.0,0.0,0.0,2.9,1.1,PremierLeague,0.1,3420.0,1.0,Andrew Surman,0.0,0.0,0.0,13447.0,M(CL),85.3,60.2,6.79,0.0,0.4,1.3,180.0,Bournemouth,5.7,0.8,73.0,4.0,3
1886,20.0,9.0,1.7,1.1,0.2,1.0,75.9,2.5,1.2,gb,2.0,1.5,28.0,10.0,5.0,1.8,1.7,PremierLeague,0.1,2482.0,2.0,Dele Alli,0.2,0.0,0.0,131519.0,M(CL),75.9,32.9,7.35,0.0,2.2,2.2,188.0,Tottenham,0.8,2.5,76.0,7.0,3
1916,29.0,0.0,1.5,0.1,0.0,0.3,84.1,1.4,0.9,es,1.4,0.4,27.0,0.0,0.0,0.9,1.5,PremierLeague,0.6,2027.0,0.0,Jurado,0.0,0.0,0.0,14259.0,M(CL),84.1,35.3,6.76,0.0,1.3,1.4,176.0,Watford,1.2,1.6,72.0,3.0,3
1951,29.0,0.0,0.2,0.6,0.5,1.4,79.9,0.1,0.8,gb,0.2,0.6,11.0,1.0,8.0,1.7,0.2,PremierLeague,0.0,981.0,0.0,Joe Ledley,0.0,0.0,0.0,11020.0,M(CL),79.9,21.0,6.43,0.0,0.4,0.8,183.0,Crystal Palace,0.7,0.5,73.0,1.0,3
2010,26.0,0.0,0.1,0.4,0.1,0.5,85.7,1.0,0.8,gb,0.5,0.4,8.0,2.0,9.0,1.3,0.1,PremierLeague,0.1,756.0,1.0,Fabian Delph,0.0,0.0,0.0,27213.0,M(CL),85.7,28.4,6.75,0.0,0.8,1.5,174.0,Manchester City,0.6,0.6,60.0,0.0,3
2083,25.0,5.0,1.2,0.7,0.2,0.4,84.8,1.8,0.5,nl,1.3,0.4,36.0,11.0,2.0,0.7,1.2,PremierLeague,0.2,3169.0,2.0,Georginio Wijnaldum,0.1,0.0,0.0,33568.0,M(CL),84.8,32.9,6.91,0.0,1.4,1.0,175.0,Newcastle United,1.0,1.5,69.0,1.0,3
2149,26.0,2.0,0.7,2.0,0.2,1.4,84.1,0.9,1.2,nl,1.3,1.3,9.0,0.0,2.0,1.2,0.7,PremierLeague,0.0,759.0,0.0,Leroy Fer,0.0,0.1,0.0,35174.0,M(CL),84.1,40.1,6.85,0.0,0.5,1.9,188.0,Swansea,2.5,0.7,79.0,2.0,3
2202,22.0,3.0,0.9,1.3,0.1,0.5,81.0,2.5,1.1,pt,1.5,2.0,27.0,3.0,3.0,0.5,0.9,LaLiga,0.2,2381.0,0.0,André Gomes,0.1,0.0,0.0,118123.0,M(CL),81.0,43.1,6.78,0.0,1.4,1.1,188.0,Valencia,2.6,2.0,84.0,10.0,4
2236,19.0,2.0,0.7,0.5,0.1,0.5,80.9,1.7,1.8,es,2.3,1.1,22.0,0.0,12.0,1.1,0.7,LaLiga,0.2,2136.0,1.0,Dani Ceballos,0.0,0.0,0.0,144890.0,M(CL),80.9,36.4,6.7,1.0,0.5,2.1,176.0,Real Betis,2.1,1.2,65.0,9.0,4
