,age,asists,avgp,aw,blocks,clear,crosses,disp,drb,flag,fouled,fouls,full_time,goals,half_time,inter,keyp,league,longb,mins,motm,name,off,offsides,owng,player_number,position,ps_x,ps_y,rating,red,spg,tackles,tall,team_name,thrb,unstch,weight,yel,labeled_league
2895,28.0,0.0,0.2,2.6,0.5,4.5,85.2,0.1,0.5,br,0.2,0.9,18.0,0.0,4.0,2.3,0.2,Eredivisie,0.0,1644.0,3.0,Eric Botteghin,0.0,0.4,0.0,24260.0,D(C),85.2,48.7,7.07,0.0,0.6,1.8,192.0,Feyenoord,5.1,0.2,89.0,2.0,5
2900,21.0,0.0,0.4,2.8,0.3,3.7,86.5,0.3,0.6,nl,0.4,0.8,30.0,2.0,2.0,2.2,0.4,Eredivisie,0.0,2669.0,0.0,Sven van Beek,0.0,0.6,2.0,124274.0,D(C),86.5,58.1,6.95,0.0,0.5,1.4,190.0,Feyenoord,6.4,0.4,76.0,5.0,5
2908,28.0,0.0,0.2,1.5,0.4,2.6,85.2,0.2,0.6,nl,0.4,1.2,14.0,0.0,5.0,1.2,0.2,Eredivisie,0.1,1294.0,0.0,Jan-Arie van der Heijden,0.0,0.6,0.0,34628.0,D(C),85.2,42.7,6.53,1.0,0.2,1.4,180.0,Feyenoord,4.7,0.3,76.0,3.0,5
2923,21.0,0.0,0.0,1.7,0.4,4.5,84.8,0.2,0.5,nl,0.8,0.8,14.0,0.0,5.0,3.2,0.0,Eredivisie,0.0,1313.0,1.0,Wessel Dammers,0.0,0.7,1.0,255970.0,D(C),84.8,43.3,6.63,1.0,0.3,1.7,185.0,Cambuur,5.0,0.2,68.0,2.0,5
2925,27.0,0.0,0.1,1.0,0.4,3.2,80.6,0.1,0.3,nl,0.7,0.8,18.0,0.0,3.0,1.8,0.1,Eredivisie,0.0,1492.0,1.0,Martijn van der Laan,0.0,0.5,0.0,34698.0,D(C),80.6,38.2,6.57,0.0,0.2,1.2,175.0,Cambuur,4.0,0.1,75.0,1.0,5
2928,26.0,0.0,0.3,1.3,0.4,3.3,86.5,0.2,0.6,nl,0.8,0.5,15.0,0.0,0.0,2.5,0.3,Eredivisie,0.1,1350.0,0.0,Darryl Lachman,0.0,1.1,0.0,69584.0,D(C),86.5,52.7,6.51,0.0,0.2,1.3,189.0,Cambuur,4.8,0.2,75.0,5.0,5
2939,26.0,0.0,0.2,2.0,0.8,3.4,78.3,0.0,0.4,nl,0.4,1.8,3.0,0.0,2.0,3.4,0.2,Eredivisie,0.0,298.0,0.0,Kai Heerings,0.0,0.6,0.0,96643.0,D(C),78.3,36.8,6.3,0.0,0.2,0.8,189.0,Cambuur,2.6,0.6,79.0,1.0,5
2953,31.0,0.0,0.2,1.4,0.6,5.7,77.1,0.1,0.3,nl,0.8,0.6,31.0,0.0,0.0,2.5,0.2,Eredivisie,0.1,2705.0,1.0,Arjan Swinkels,0.0,0.5,0.0,33662.0,D(C),77.1,32.2,6.81,0.0,0.5,1.4,184.0,Roda,3.4,0.3,75.0,5.0,5
2963,33.0,0.0,0.2,2.1,0.4,5.4,79.2,0.1,0.5,sl,0.8,0.3,17.0,0.0,0.0,1.7,0.2,Eredivisie,0.0,1480.0,0.0,Gibril Sankoh,0.0,0.4,0.0,27372.0,D(C),79.2,35.1,6.64,0.0,0.2,1.1,187.0,Roda,3.4,0.2,82.0,1.0,5
2973,28.0,0.0,0.0,2.0,2.0,6.0,56.3,0.0,1.0,be,0.0,1.0,1.0,0.0,0.0,1.0,0.0,Eredivisie,0.0,90.0,0.0,Bart Biemans,0.0,2.0,0.0,70308.0,D(C),56.3,16.0,6.24,0.0,0.0,0.0,183.0,Roda,4.0,0.0,76.0,1.0,5
2981,23.0,0.0,0.1,2.3,0.9,9.1,80.4,0.1,0.2,nl,0.7,1.7,21.0,0.0,0.0,3.5,0.1,Eredivisie,0.0,1882.0,0.0,Jurgen Mattheij,0.0,0.4,0.0,104971.0,D(C),80.4,36.5,6.99,1.0,0.2,1.5,191.0,Excelsior,5.2,0.4,84.0,4.0,5
2983,27.0,2.0,0.2,2.1,0.8,7.8,78.5,0.1,0.6,nl,0.6,1.0,32.0,2.0,0.0,2.9,0.2,Eredivisie,0.0,2859.0,4.0,Sander Fischer,0.1,0.7,0.0,231132.0,D(C),78.5,36.5,6.91,2.0,0.4,1.3,187.0,Excelsior,4.2,0.2,72.0,3.0,5
2993,29.0,0.0,0.1,1.5,0.3,4.8,83.0,0.1,0.2,nl,0.1,0.2,11.0,0.0,2.0,2.2,0.1,Eredivisie,0.0,1041.0,0.0,Henrico Drost,0.0,0.2,0.0,22756.0,D(C),83.0,26.7,6.56,0.0,0.1,0.8,183.0,Excelsior,2.3,0.2,80.0,0.0,5
2997,26.0,0.0,0.0,1.0,0.3,5.0,81.1,0.3,0.5,nl,0.3,0.8,4.0,0.0,0.0,1.5,0.0,Eredivisie,0.0,336.0,0.0,Kevin van Diermen,0.0,0.3,0.0,34547.0,D(C),81.1,23.8,6.3,0.0,0.0,1.0,186.0,Excelsior,3.3,0.0,85.0,1.0,5
3005,24.0,1.0,0.3,2.3,0.7,7.6,80.0,0.1,0.4,nl,0.7,1.4,28.0,2.0,0.0,2.0,0.3,Eredivisie,0.0,2497.0,1.0,Ted van de Pavert,0.0,1.0,0.0,95889.0,D(C),80.0,33.9,7.02,0.0,0.6,1.9,190.0,De Graafschap,4.5,0.5,80.0,2.0,5
3025,21.0,0.0,0.0,0.6,1.0,3.8,77.3,0.0,0.6,nl,1.2,1.2,5.0,0.0,0.0,1.4,0.0,Eredivisie,0.0,399.0,0.0,Tim Linthorst,0.0,1.0,0.0,289338.0,D(C),77.3,36.2,6.16,0.0,0.4,1.8,191.0,De Graafschap,4.0,0.6,82.0,1.0,5
3036,25.0,0.0,0.3,1.1,1.1,6.2,79.0,0.1,0.8,nl,0.2,0.8,21.0,2.0,3.0,2.0,0.3,Eredivisie,0.1,1991.0,0.0,Tom Beugelsdijk,0.0,0.6,1.0,90636.0,D(C),79.0,32.9,6.9,0.0,0.5,1.7,192.0,ADO Den Haag,3.1,0.3,79.0,4.0,5
3038,27.0,0.0,0.2,1.3,0.5,5.3,84.2,0.1,0.4,nl,0.4,1.0,23.0,2.0,0.0,2.9,0.2,Eredivisie,0.0,1991.0,0.0,Vito Wormgoor,0.0,0.6,0.0,34629.0,D(C),84.2,43.6,6.83,0.0,0.6,1.3,188.0,ADO Den Haag,4.9,0.3,81.0,3.0,5
3059,26.0,0.0,0.0,6.7,0.3,6.0,89.7,0.3,0.0,gr,0.7,1.3,3.0,0.0,0.0,2.0,0.0,Eredivisie,0.0,270.0,0.0,Giorgos Katsikas,0.0,1.0,0.0,82138.0,D(C),89.7,38.7,6.95,0.0,0.3,0.7,187.0,Twente,3.0,0.0,84.0,1.0,5
3062,20.0,0.0,0.4,2.3,0.6,5.7,78.1,0.1,0.4,dk,0.3,1.1,18.0,1.0,0.0,2.3,0.4,Eredivisie,0.1,1620.0,1.0,Joachim Andersen,0.0,0.6,1.0,231135.0,D(C),78.1,48.9,6.82,0.0,0.6,1.5,192.0,Twente,5.1,0.5,75.0,5.0,5
3063,25.0,0.0,0.2,2.2,1.0,4.9,83.6,0.1,0.2,br,0.5,1.1,32.0,2.0,1.0,3.1,0.2,Eredivisie,0.0,2884.0,1.0,Bruno Uvini,0.0,0.9,1.0,92894.0,D(C),83.6,36.1,6.8,0.0,0.5,0.7,188.0,Twente,1.7,0.3,81.0,3.0,5
3067,21.0,0.0,0.3,1.6,0.8,5.3,81.6,0.2,0.4,nl,0.6,0.3,16.0,1.0,2.0,2.0,0.3,Eredivisie,0.0,1464.0,1.0,Peet Bijen,0.0,0.7,0.0,276402.0,D(C),81.6,40.2,6.68,0.0,0.2,1.3,180.0,Twente,4.1,0.3,70.0,2.0,5
3098,24.0,0.0,0.8,2.0,0.3,5.2,81.1,0.1,0.6,au,0.1,1.9,8.0,1.0,1.0,1.9,0.8,Eredivisie,0.0,667.0,0.0,Trent Sainsbury,0.1,0.9,0.0,142204.0,D(C),81.1,44.7,6.58,0.0,0.8,1.2,183.0,PEC Zwolle,4.6,0.3,76.0,5.0,5
3119,28.0,0.0,0.3,1.6,0.4,3.9,87.8,0.3,0.5,mx,1.0,0.6,29.0,4.0,0.0,1.4,0.3,Eredivisie,0.4,2582.0,1.0,Héctor Moreno,0.1,0.2,0.0,33495.0,D(C),87.8,62.6,7.08,0.0,0.5,1.0,183.0,PSV Eindhoven,5.8,0.4,80.0,4.0,5
3120,24.0,1.0,0.3,2.5,0.7,6.2,89.3,0.3,0.3,nl,0.5,0.8,30.0,0.0,2.0,1.5,0.3,Eredivisie,0.0,2663.0,0.0,Jeffrey Bruma,0.1,0.4,2.0,80881.0,D(C),89.3,48.3,7.06,0.0,1.0,0.9,189.0,PSV Eindhoven,5.2,0.3,88.0,6.0,5
3126,24.0,0.0,0.0,2.4,0.7,4.4,91.5,0.1,0.1,fr,0.4,0.9,12.0,0.0,5.0,0.9,0.0,Eredivisie,0.0,1127.0,0.0,Nicolas Isimat-Mirin,0.0,0.2,0.0,89947.0,D(C),91.5,38.1,6.78,0.0,0.1,0.7,189.0,PSV Eindhoven,2.3,0.1,80.0,1.0,5
3139,25.0,1.0,0.7,1.4,0.6,5.6,82.6,0.2,0.6,nl,0.7,0.5,13.0,1.0,1.0,2.1,0.7,Eredivisie,1.0,1125.0,1.0,Jop van der Linden,0.0,0.8,0.0,74626.0,D(C),82.6,44.2,7.14,0.0,0.6,1.9,188.0,AZ Alkmaar,6.8,0.1,74.0,1.0,5
3144,24.0,0.0,0.9,2.0,1.0,5.9,79.4,0.3,0.3,nl,0.4,1.2,16.0,2.0,0.0,2.1,0.9,Eredivisie,0.1,1440.0,0.0,Jeffrey Gouweleeuw,0.0,0.8,0.0,97351.0,D(C),79.4,51.9,7.0,0.0,0.8,1.3,187.0,AZ Alkmaar,5.8,0.3,84.0,3.0,5
3147,31.0,0.0,0.2,1.1,0.9,4.6,82.6,0.1,0.7,nl,0.2,0.2,17.0,1.0,0.0,2.0,0.2,Eredivisie,0.1,1515.0,0.0,Ron Vlaar,0.0,0.6,1.0,14107.0,D(C),82.6,39.5,6.88,0.0,0.6,1.2,189.0,AZ Alkmaar,3.4,0.6,80.0,0.0,5
3162,28.0,0.0,1.0,2.0,1.0,4.0,91.1,0.0,0.0,br,0.0,2.0,1.0,0.0,0.0,4.0,1.0,Eredivisie,0.0,90.0,0.0,Eric Botteghin,0.0,0.0,0.0,24260.0,D(C),91.1,79.0,7.41,0.0,2.0,3.0,192.0,FC Groningen,6.0,1.0,89.0,0.0,5
3180,23.0,0.0,0.1,2.5,0.9,5.6,80.7,0.1,0.1,dk,0.4,0.3,7.0,0.0,7.0,0.7,0.1,Eredivisie,0.1,687.0,0.0,Kasper Larsen,0.0,0.3,0.0,292076.0,D(C),80.7,21.9,6.5,1.0,0.1,0.4,190.0,FC Groningen,1.5,0.1,80.0,1.0,5
7,29.0,1.0,0.5,1.8,0.2,2.3,76.7,0.8,0.8,sk,1.3,1.0,12.0,0.0,0.0,1.9,0.5,Bundesliga,0.8,1066.0,0.0,Peter Pekarík,0.1,0.1,0.0,28800.0,D(LR),76.7,37.8,6.85,0.0,0.3,2.3,176.0,Hertha Berlin,2.3,0.8,70.0,1.0,0
95,25.0,0.0,0.5,1.5,0.0,4.8,68.5,0.5,0.3,gh,1.8,1.3,4.0,0.0,0.0,2.5,0.5,Bundesliga,0.5,360.0,0.0,Daniel Opare,0.0,0.3,0.0,60235.0,D(LR),68.5,22.3,6.81,0.0,0.5,1.3,175.0,Augsburg,1.0,1.3,74.0,2.0,0
256,25.0,1.0,0.5,1.4,0.2,2.3,74.6,0.5,1.0,jp,0.5,0.8,21.0,0.0,1.0,2.8,0.5,Bundesliga,0.4,1891.0,0.0,Gotoku Sakai,0.0,0.2,0.0,69138.0,D(LR),74.6,36.6,6.88,0.0,0.5,2.2,176.0,Hamburger SV,2.5,0.7,74.0,2.0,0
458,24.0,1.0,0.6,0.5,0.1,1.2,75.6,0.7,0.5,de,0.6,0.9,10.0,1.0,4.0,1.8,0.6,Bundesliga,0.3,865.0,1.0,Erik Durm,0.0,0.1,0.0,115165.0,D(LR),75.6,30.7,6.83,0.0,0.9,1.4,183.0,Borussia Dortmund,1.3,0.8,72.0,2.0,0
562,33.0,0.0,0.1,0.4,0.1,1.3,81.3,0.4,0.6,fr,1.9,1.1,4.0,0.0,3.0,1.7,0.1,Ligue1,0.4,442.0,0.0,Jonathan Brison,0.0,0.0,0.0,19318.0,D(LR),81.3,25.1,6.59,0.0,0.1,1.7,179.0,Saint-Etienne,2.3,0.1,73.0,2.0,1
598,24.0,0.0,0.0,0.8,0.0,2.3,63.8,0.5,1.0,fr,0.0,0.8,2.0,0.0,2.0,0.3,0.0,Ligue1,0.0,178.0,0.0,Yassine Jebbour,0.0,0.0,0.0,80471.0,D(LR),63.8,11.8,6.12,0.0,0.0,0.8,180.0,SC Bastia,1.0,0.3,70.0,0.0,1
651,24.0,1.0,0.4,0.4,0.2,1.0,80.1,0.9,0.9,fr,0.6,0.5,9.0,1.0,7.0,1.4,0.4,Ligue1,0.3,811.0,1.0,Mehdi Zeffane,0.1,0.1,0.0,109941.0,D(LR),80.1,22.6,6.54,0.0,0.8,1.4,174.0,Rennes,0.5,0.8,63.0,1.0,1
665,26.0,0.0,0.1,1.2,0.4,2.4,72.6,0.1,0.3,fr,1.4,1.4,13.0,1.0,1.0,3.3,0.1,Ligue1,0.1,1205.0,0.0,Dorian Lévêque,0.0,0.1,0.0,81943.0,D(LR),72.6,31.3,7.09,0.0,0.6,2.9,180.0,Guingamp,2.4,0.6,74.0,2.0,1
680,36.0,3.0,0.5,0.5,0.3,2.1,75.0,0.2,0.3,dk,0.5,0.5,31.0,0.0,1.0,1.1,0.5,Ligue1,0.6,2752.0,0.0,Lars Jacobsen,0.1,0.1,0.0,2235.0,D(LR),75.0,25.0,6.51,0.0,0.1,1.3,181.0,Guingamp,1.8,0.3,78.0,3.0,1
681,33.0,0.0,1.0,1.5,0.0,3.5,74.1,0.0,0.0,fr,2.0,0.5,2.0,0.0,0.0,3.5,1.0,Ligue1,0.5,180.0,0.0,Maxime Baca,0.0,1.0,1.0,31819.0,D(LR),74.1,29.0,6.51,0.0,0.0,2.5,174.0,Guingamp,4.0,0.5,68.0,0.0,1
814,24.0,1.0,0.7,1.8,0.3,2.6,66.7,0.6,1.4,fr,0.4,0.9,38.0,1.0,0.0,1.8,0.7,Ligue1,0.7,3420.0,0.0,Dennis Appiah,0.1,0.1,0.0,91088.0,D(LR),66.7,24.4,7.01,0.0,0.3,3.7,179.0,Caen,1.1,0.9,68.0,2.0,1
816,24.0,0.0,0.4,0.4,0.2,1.0,82.9,0.6,0.9,km,0.6,1.3,8.0,0.0,2.0,3.6,0.4,Ligue1,0.2,786.0,0.0,Chaker Alhadhur,0.0,0.2,0.0,97723.0,D(LR),82.9,28.6,6.92,0.0,0.0,3.6,172.0,Caen,0.7,0.4,65.0,2.0,1
835,23.0,1.0,0.9,1.8,0.1,2.9,79.0,1.7,0.9,fr,1.5,1.6,28.0,2.0,0.0,2.3,0.9,Ligue1,1.0,2502.0,5.0,Youssouf Sabaly,0.0,0.2,1.0,42002.0,D(LR),79.0,47.3,7.27,0.0,0.5,2.8,174.0,Nantes,2.6,1.1,68.0,7.0,1
848,21.0,0.0,0.8,0.6,0.2,2.2,74.5,0.9,1.3,fr,0.5,0.8,22.0,0.0,2.0,1.8,0.8,Ligue1,0.6,1981.0,1.0,Léo Dubois,0.0,0.1,0.0,146724.0,D(LR),74.5,36.8,6.72,0.0,0.5,2.7,178.0,Nantes,2.5,1.0,65.0,3.0,1
864,22.0,4.0,0.6,1.9,0.1,2.7,84.4,1.0,1.5,pt,1.6,1.2,26.0,0.0,0.0,2.9,0.6,Ligue1,0.6,2281.0,5.0,Ricardo Pereira,0.0,0.2,0.0,120763.0,D(LR),84.4,50.5,7.48,0.0,0.1,3.9,175.0,Nice,2.4,1.0,70.0,6.0,1
897,23.0,3.0,1.0,1.5,0.3,1.5,78.5,1.6,1.2,ml,1.5,1.1,36.0,4.0,1.0,3.2,1.0,Ligue1,0.6,3275.0,3.0,Djibril Sidibe,0.2,0.3,0.0,10454.0,D(LR),78.5,40.8,7.45,0.0,1.1,3.3,182.0,Lille,1.5,1.9,73.0,3.0,1
962,22.0,1.0,0.5,1.6,0.2,2.0,82.5,0.4,0.4,es,0.9,0.8,31.0,0.0,0.0,2.8,0.5,Ligue1,0.2,2673.0,0.0,Javier Manquillo,0.1,0.4,0.0,109227.0,D(LR),82.5,45.0,7.06,0.0,0.2,2.5,180.0,Marseille,1.1,0.8,75.0,2.0,1
1365,31.0,0.0,0.4,0.9,0.2,1.6,82.5,0.2,0.4,gr,1.0,1.4,6.0,0.0,5.0,1.1,0.4,SerieA,0.2,574.0,0.0,Vasilis Torosidis,0.0,0.2,0.0,23567.0,D(LR),82.5,28.0,6.4,0.0,0.2,0.7,185.0,Roma,1.5,0.4,80.0,2.0,2
1397,36.0,0.0,0.1,0.5,0.2,2.1,79.9,0.2,0.8,it,0.7,1.3,11.0,1.0,4.0,2.1,0.1,SerieA,0.3,949.0,0.0,Gianpaolo Bellini,0.0,0.3,0.0,6638.0,D(LR),79.9,27.5,6.53,0.0,0.4,1.9,178.0,Atalanta,1.1,0.3,75.0,4.0,2
1449,25.0,0.0,1.0,0.7,0.3,1.0,84.2,0.0,1.3,es,2.0,1.0,3.0,0.0,0.0,1.3,1.0,SerieA,1.0,256.0,0.0,Martín Montoya,0.0,0.0,0.0,91387.0,D(LR),84.2,55.0,6.93,0.0,0.0,1.7,174.0,Inter,2.0,1.7,74.0,0.0,2
1459,25.0,1.0,0.4,0.9,0.3,2.2,88.0,0.3,0.6,it,0.8,1.5,11.0,0.0,1.0,1.0,0.4,SerieA,0.8,978.0,0.0,Davide Santon,0.1,0.1,0.0,44642.0,D(LR),88.0,42.9,6.75,0.0,0.3,1.3,187.0,Inter,2.1,0.6,77.0,1.0,2
1511,29.0,3.0,0.9,0.8,0.3,2.3,80.2,0.4,0.4,it,0.5,0.8,25.0,1.0,4.0,1.8,0.9,SerieA,0.8,2310.0,1.0,Fabrizio Cacciatore,0.0,0.2,0.0,33870.0,D(LR),80.2,41.2,6.8,0.0,0.4,1.5,184.0,Chievo,3.2,0.7,70.0,6.0,2
1621,22.0,2.0,0.7,1.1,0.3,1.7,85.6,1.2,0.9,al,1.2,0.7,37.0,0.0,0.0,1.1,0.7,SerieA,0.3,3285.0,0.0,Elseid Hysaj,0.3,0.2,0.0,108345.0,D(LR),85.6,53.7,6.9,0.0,0.3,2.4,182.0,Napoli,2.0,1.2,70.0,5.0,2
1709,23.0,1.0,0.4,1.4,0.4,3.4,83.8,0.8,2.6,gb,0.2,1.4,5.0,0.0,0.0,1.8,0.4,PremierLeague,0.2,421.0,0.0,Jon Flanagan,0.0,0.2,0.0,94030.0,D(LR),83.8,50.6,6.69,0.0,0.0,2.2,181.0,Liverpool,1.0,0.8,79.0,1.0,3
1768,32.0,0.0,0.3,0.4,0.5,2.9,74.7,0.8,1.6,gb,0.4,0.9,8.0,1.0,0.0,0.9,0.3,PremierLeague,0.4,661.0,0.0,Steven Whittaker,0.0,0.1,0.0,6128.0,D(LR),74.7,38.0,6.38,1.0,1.0,1.5,185.0,Norwich,1.6,0.8,87.0,1.0,3
1781,31.0,3.0,0.7,0.7,0.5,1.1,81.9,1.0,1.3,gb,0.4,0.4,25.0,0.0,0.0,2.0,0.7,PremierLeague,0.4,2186.0,0.0,Glen Johnson,0.2,0.2,0.0,4574.0,D(LR),81.9,35.8,6.92,0.0,0.7,1.6,178.0,Stoke,1.3,1.1,70.0,1.0,3
1784,30.0,1.0,0.4,1.1,0.7,2.9,76.7,0.5,0.7,gb,1.4,1.1,9.0,0.0,2.0,1.6,0.4,PremierLeague,0.2,817.0,0.0,Phil Bardsley,0.0,0.2,0.0,18181.0,D(LR),76.7,27.3,6.84,0.0,0.6,2.8,180.0,Stoke,1.5,0.5,74.0,1.0,3
1842,27.0,0.0,0.5,1.1,0.9,2.1,64.7,0.3,0.6,be,0.3,0.5,7.0,1.0,5.0,1.8,0.5,PremierLeague,0.3,656.0,0.0,Ritchie de Laet,0.0,0.0,0.0,31856.0,D(LR),64.7,18.2,6.8,0.0,0.2,2.1,186.0,Leicester,1.3,0.3,77.0,1.0,3
1946,26.0,0.0,0.3,0.8,0.4,2.9,70.7,0.5,1.0,gb,0.2,0.8,11.0,0.0,2.0,1.4,0.3,PremierLeague,0.2,1043.0,0.0,Martin Kelly,0.0,0.2,0.0,44687.0,D(LR),70.7,29.2,6.56,0.0,0.1,2.5,191.0,Crystal Palace,1.2,0.2,77.0,3.0,3
1974,29.0,1.0,0.5,2.5,0.7,2.7,71.5,0.5,1.2,gb,0.6,1.3,23.0,1.0,1.0,1.3,0.5,PremierLeague,0.2,2033.0,0.0,Billy Jones,0.1,0.1,0.0,8236.0,D(LR),71.5,23.7,6.75,0.0,0.6,3.2,183.0,Sunderland,0.8,0.6,77.0,8.0,3
2150,27.0,3.0,0.7,1.1,0.1,2.4,78.9,0.6,0.9,gb,0.8,0.9,19.0,0.0,8.0,1.8,0.7,PremierLeague,0.4,1763.0,0.0,Kyle Naughton,0.0,0.1,0.0,34131.0,D(LR),78.9,40.0,6.67,1.0,0.3,1.5,175.0,Swansea,1.5,0.7,73.0,2.0,3
2226,25.0,1.0,0.3,1.7,0.3,2.1,77.7,0.6,0.9,es,1.7,0.6,13.0,0.0,0.0,3.3,0.3,LaLiga,0.2,1167.0,1.0,Martín Montoya,0.1,0.2,0.0,91387.0,D(LR),77.7,42.8,7.04,0.0,0.1,3.2,174.0,Real Betis,1.1,0.8,74.0,4.0,4
2514,31.0,0.0,0.5,0.8,0.4,3.2,74.9,0.3,1.3,es,0.8,0.6,7.0,0.0,3.0,1.6,0.5,LaLiga,0.5,727.0,0.0,Jesús Gámez,0.0,0.1,0.0,18538.0,D(LR),74.9,25.1,6.84,0.0,0.2,2.1,182.0,Atletico Madrid,1.4,0.8,77.0,3.0,4
2533,22.0,4.0,0.6,0.9,0.2,1.8,83.5,0.8,0.9,es,0.6,1.2,34.0,1.0,2.0,2.9,0.6,LaLiga,0.2,2960.0,2.0,Jonny,0.0,0.2,1.0,115917.0,D(LR),83.5,42.1,6.82,2.0,0.4,2.3,175.0,Celta Vigo,1.9,0.7,70.0,8.0,4
2569,33.0,0.0,0.2,2.0,0.2,1.3,85.0,0.2,0.5,es,0.2,1.0,2.0,0.0,4.0,1.5,0.2,LaLiga,0.0,258.0,0.0,Álvaro Arbeloa,0.0,0.2,0.0,11104.0,D(LR),85.0,22.2,6.73,0.0,0.0,2.0,184.0,Real Madrid,0.3,0.8,79.0,1.0,4
2595,40.0,0.0,0.3,0.3,0.0,2.0,83.1,0.0,1.0,es,0.0,0.0,2.0,0.0,1.0,1.7,0.3,LaLiga,0.0,175.0,0.0,Manuel Pablo,0.0,0.0,0.0,5988.0,D(LR),83.1,29.7,6.2,0.0,0.3,0.7,177.0,Deportivo La Coruna,1.0,0.7,73.0,0.0,4
2645,27.0,0.0,0.5,1.1,0.1,2.1,72.9,0.3,0.5,es,0.9,1.3,22.0,0.0,0.0,2.4,0.5,LaLiga,0.3,1714.0,0.0,Nacho,0.0,0.4,0.0,121544.0,D(LR),72.9,36.0,6.43,0.0,0.7,2.0,175.0,Rayo Vallecano,2.4,0.6,76.0,7.0,4
2763,24.0,1.0,0.4,0.1,0.0,0.9,74.0,1.1,0.4,nl,0.3,0.7,4.0,0.0,3.0,2.6,0.4,Eredivisie,0.9,483.0,0.0,Ruben Ligeon,0.0,0.3,0.0,99897.0,D(LR),74.0,24.1,7.1,0.0,0.3,2.9,175.0,FC Utrecht,2.3,1.0,73.0,3.0,5
2883,24.0,0.0,0.2,0.2,0.4,0.4,81.6,0.2,0.8,nl,0.2,0.2,2.0,0.0,3.0,1.2,0.2,Eredivisie,0.0,188.0,0.0,Ruben Ligeon,0.0,0.0,0.0,99897.0,D(LR),81.6,9.8,6.36,0.0,0.0,1.0,175.0,Willem II,0.8,1.4,73.0,0.0,5
2918,29.0,1.0,1.2,0.2,0.0,3.8,72.2,0.4,0.6,nl,0.4,0.2,5.0,0.0,0.0,3.2,1.2,Eredivisie,0.8,406.0,0.0,Marlon Pereira,0.2,0.2,0.0,73856.0,D(LR),72.2,28.8,6.78,0.0,0.2,1.0,178.0,Cambuur,1.6,0.4,82.0,1.0,5
2988,26.0,1.0,0.8,0.3,0.5,2.4,74.7,0.4,0.9,nl,0.8,0.6,30.0,0.0,0.0,2.3,0.8,Eredivisie,0.3,2694.0,1.0,Khalid Karami,0.0,0.1,0.0,104731.0,D(LR),74.7,32.5,6.79,0.0,0.7,2.2,175.0,Excelsior,2.6,0.5,73.0,4.0,5
3086,30.0,2.0,0.7,1.2,0.5,3.1,79.2,0.6,0.7,nl,0.8,1.4,29.0,3.0,2.0,2.8,0.7,Eredivisie,0.5,2519.0,2.0,Bram van Polen,0.0,0.3,1.0,34108.0,D(LR),79.2,33.9,6.98,0.0,0.7,2.3,179.0,PEC Zwolle,3.5,0.6,73.0,6.0,5
3121,22.0,1.0,0.4,0.5,0.1,2.7,81.4,0.8,1.0,nl,0.7,1.0,21.0,0.0,6.0,1.8,0.4,Eredivisie,0.6,1984.0,1.0,Joshua Brenet,0.1,0.1,1.0,119741.0,D(LR),81.4,33.0,7.0,0.0,0.6,2.0,181.0,PSV Eindhoven,1.8,0.7,74.0,2.0,5
9,24.0,4.0,1.1,1.4,0.2,1.8,79.2,0.4,0.3,de,1.2,1.1,33.0,2.0,0.0,1.3,1.1,Bundesliga,1.2,2970.0,1.0,Marvin Plattenhardt,0.0,0.3,0.0,92934.0,D(L),79.2,39.4,6.84,0.0,0.4,1.4,181.0,Hertha Berlin,1.7,0.7,76.0,5.0,0
23,29.0,1.0,0.2,0.0,0.0,0.3,72.2,0.3,0.1,de,0.3,0.2,1.0,0.0,12.0,0.4,0.2,Bundesliga,0.2,228.0,0.0,Johannes van den Bergh,0.0,0.0,0.0,22017.0,D(L),72.2,6.9,6.12,0.0,0.1,0.4,183.0,Hertha Berlin,0.2,0.4,75.0,1.0,0
29,23.0,3.0,1.5,2.0,0.5,1.7,83.1,0.6,0.6,ch,0.7,1.0,23.0,2.0,1.0,1.8,1.5,Bundesliga,1.4,2067.0,1.0,Ricardo Rodríguez,0.0,0.3,0.0,61610.0,D(L),83.1,55.1,7.1,0.0,1.1,1.5,180.0,Wolfsburg,4.8,0.5,77.0,3.0,0
68,23.0,0.0,0.7,2.2,0.3,1.9,73.1,0.3,0.6,ba,0.7,1.5,18.0,1.0,5.0,1.7,0.7,Bundesliga,0.3,1571.0,0.0,Sead Kolasinac,0.2,0.1,0.0,110260.0,D(L),73.1,34.9,6.76,0.0,0.5,2.0,183.0,Schalke 04,1.4,0.8,85.0,5.0,0
89,22.0,0.0,0.4,1.5,0.4,2.9,73.2,0.5,0.5,gr,0.5,0.9,8.0,1.0,3.0,2.2,0.4,Bundesliga,0.5,686.0,1.0,Konstantinos Stafylidis,0.0,0.3,0.0,106486.0,D(L),73.2,24.5,6.88,0.0,0.9,1.9,178.0,Augsburg,2.7,0.5,73.0,2.0,0
97,22.0,0.0,0.6,0.9,0.2,2.2,73.3,0.3,1.2,de,0.6,1.1,23.0,0.0,3.0,2.0,0.6,Bundesliga,0.7,2085.0,0.0,Philipp Max,0.0,0.1,0.0,142466.0,D(L),73.3,27.5,6.77,0.0,0.3,2.1,177.0,Augsburg,1.7,0.9,77.0,3.0,0
