,age,asists,avgp,aw,blocks,clear,crosses,disp,drb,flag,fouled,fouls,full_time,goals,half_time,inter,keyp,league,longb,mins,motm,name,off,offsides,owng,player_number,position,ps_x,ps_y,rating,red,spg,tackles,tall,team_name,thrb,unstch,weight,yel
2848,24.0,0.0,0.5,3.3,0.2,0.8,63.3,1.5,0.1,nl,0.7,1.0,21.0,10.0,7.0,0.1,0.5,Eredivisie,0.0,1788.0,0.0,Mitchell te Vrede,0.9,0.0,0.0,96575.0, FW,63.3,18.4,6.69,0.0,2.1,0.2,191.0,SC Heerenveen,0.2,2.1,84.0,3.0
2854,25.0,3.0,0.5,2.7,0.2,0.9,58.9,0.5,0.2,nl,0.3,1.1,14.0,6.0,12.0,0.0,0.5,Eredivisie,0.0,1352.0,0.0,Henk Veerman,0.3,0.0,0.0,261017.0, FW,58.9,14.7,6.59,0.0,1.5,0.2,199.0,SC Heerenveen,0.3,1.7,90.0,2.0
2885,30.0,0.0,0.4,3.2,0.0,0.7,60.7,0.5,0.2,sk,1.1,0.4,3.0,0.0,7.0,0.4,0.4,Eredivisie,0.0,375.0,0.0,Adam Nemec,1.0,0.0,0.0,12017.0, FW,60.7,14.5,6.34,0.0,0.7,0.2,190.0,Willem II,0.5,1.6,84.0,0.0
2897,27.0,4.0,0.9,1.9,0.1,0.2,67.1,0.2,0.1,nl,0.8,1.2,25.0,14.0,5.0,0.0,0.9,Eredivisie,0.1,2075.0,1.0,Michiel Kramer,1.0,0.0,0.0,40342.0, FW,67.1,12.5,7.04,0.0,2.3,0.2,195.0,Feyenoord,0.1,1.0,80.0,3.0
2911,29.0,0.0,0.2,0.9,0.1,0.1,74.5,0.4,0.0,tr,1.1,1.0,4.0,1.0,7.0,0.0,0.2,Eredivisie,0.1,412.0,0.0,Colin Kazim-Richards,0.7,0.0,0.0,10743.0, FW,74.5,8.5,6.27,0.0,1.2,0.4,185.0,Feyenoord,0.2,1.0,70.0,0.0
2935,25.0,0.0,0.3,1.6,0.0,0.2,65.9,0.9,0.4,nl,0.4,1.1,5.0,1.0,7.0,0.2,0.3,Eredivisie,0.3,495.0,0.0,Kevin van Veen,0.0,0.0,0.0,303159.0, FW,65.9,11.3,6.35,0.0,1.6,0.4,0.0,Cambuur,0.5,0.6,0.0,3.0
2948,28.0,1.0,1.4,1.8,0.1,1.6,70.4,1.8,0.8,nl,3.6,2.2,16.0,4.0,1.0,0.4,1.4,Eredivisie,0.3,1452.0,1.0,Rydell Poepon,0.4,0.0,0.0,120322.0, FW,70.4,22.6,6.94,0.0,2.8,1.0,181.0,Roda,0.9,2.7,79.0,2.0
2965,24.0,1.0,0.6,2.5,0.1,0.6,66.1,1.7,0.4,au,2.1,0.8,12.0,4.0,5.0,0.2,0.6,Eredivisie,0.0,1012.0,1.0,Tomi Juric,0.4,0.0,0.0,296722.0, FW,66.1,14.8,6.53,1.0,1.8,0.2,189.0,Roda,0.6,2.2,83.0,2.0
2966,24.0,1.0,0.7,0.1,0.0,0.1,80.4,2.7,0.3,nl,1.1,0.8,14.0,1.0,4.0,0.2,0.7,Eredivisie,0.5,1209.0,0.0,Edwin Gyasi,0.6,0.0,0.0,90561.0, FW,80.4,13.6,6.49,0.0,1.1,0.3,185.0,Roda,0.4,1.9,76.0,1.0
2968,23.0,1.0,0.9,0.9,0.0,0.1,75.5,1.6,0.7,gh,1.7,0.7,7.0,0.0,2.0,0.2,0.9,Eredivisie,0.0,629.0,0.0,Richmond Boakye,1.1,0.0,0.0,85087.0, FW,75.5,16.8,6.41,0.0,2.4,0.8,185.0,Roda,0.3,1.7,80.0,0.0
2986,26.0,2.0,0.8,2.2,0.1,0.6,70.9,1.4,0.4,nl,2.0,1.1,31.0,11.0,1.0,0.2,0.8,Eredivisie,0.2,2740.0,4.0,Tom van Weert,0.7,0.0,0.0,69972.0, FW,70.9,19.7,6.86,1.0,2.3,0.8,180.0,Excelsior,0.7,2.5,74.0,4.0
3003,28.0,0.0,0.0,0.8,0.0,0.3,77.8,0.3,0.5,nl,0.5,0.3,0.0,0.0,4.0,0.3,0.0,Eredivisie,0.0,35.0,0.0,Michiel Hemmen,0.0,0.0,0.0,23330.0, FW,77.8,2.3,6.18,0.0,0.3,0.3,193.0,Excelsior,0.0,0.0,88.0,0.0
3008,21.0,1.0,0.7,3.2,0.2,1.2,62.8,0.9,0.6,nl,0.8,0.8,21.0,9.0,12.0,0.4,0.7,Eredivisie,0.0,2177.0,0.0,Vincent Vermeij,0.6,0.0,0.0,135107.0, FW,62.8,20.1,6.8,0.0,1.7,0.9,192.0,De Graafschap,0.3,2.0,85.0,2.0
3015,23.0,1.0,1.2,1.1,0.0,0.5,68.4,1.5,0.8,nl,0.8,1.7,28.0,5.0,1.0,0.1,1.2,Eredivisie,0.2,2265.0,0.0,Cas Peters,0.3,0.0,0.0,97722.0, FW,68.4,15.5,6.59,0.0,2.4,0.6,184.0,De Graafschap,0.3,1.8,75.0,3.0
3022,22.0,1.0,0.7,1.1,0.0,0.0,66.5,0.8,0.2,be,0.5,0.7,10.0,3.0,11.0,0.0,0.7,Eredivisie,0.1,1065.0,0.0,Nathan Kabasele,0.4,0.0,0.0,68385.0, FW,66.5,12.5,6.29,0.0,1.0,0.0,175.0,De Graafschap,0.3,1.4,84.0,3.0
3028,29.0,0.0,0.4,0.1,0.0,0.5,80.2,0.5,0.8,nl,1.4,1.6,7.0,0.0,1.0,0.1,0.4,Eredivisie,0.1,510.0,0.0,Erik Quekel,1.3,0.0,0.0,23027.0, FW,80.2,10.1,6.07,0.0,0.8,0.6,181.0,De Graafschap,0.0,1.8,78.0,2.0
3035,29.0,3.0,1.0,3.3,0.1,0.8,61.7,1.6,0.5,jp,1.5,1.1,31.0,16.0,0.0,0.1,1.0,Eredivisie,0.1,2735.0,2.0,Mike Havenaar,0.6,0.0,0.0,62022.0, FW,61.7,18.4,7.01,0.0,2.6,0.4,194.0,ADO Den Haag,0.1,2.2,85.0,3.0
3070,20.0,0.0,1.0,0.8,0.1,0.2,80.2,0.6,0.5,ma,0.9,1.0,12.0,4.0,1.0,0.5,1.0,Eredivisie,0.0,960.0,0.0,Zakaria El Azzouzi,1.5,0.0,0.0,302711.0, FW,80.2,18.7,6.59,1.0,1.9,0.1,177.0,Twente,0.4,2.7,65.0,0.0
3071,21.0,1.0,0.5,3.1,0.0,0.6,59.6,1.2,0.3,nl,1.0,1.2,11.0,3.0,3.0,0.2,0.5,Eredivisie,0.0,1009.0,0.0,Jari Oosterwijk,0.4,0.0,0.0,255339.0, FW,59.6,16.8,6.57,0.0,1.8,0.4,195.0,Twente,0.1,1.4,67.0,2.0
3075,24.0,0.0,1.3,1.0,0.0,0.0,68.0,0.0,0.3,no,0.3,0.0,0.0,0.0,4.0,0.0,1.3,Eredivisie,0.0,93.0,0.0,Torgeir Børven,0.5,0.0,0.0,81467.0, FW,68.0,6.3,6.23,0.0,0.3,0.0,185.0,Twente,0.0,0.3,72.0,0.0
3085,24.0,10.0,1.5,2.2,0.1,1.5,62.4,1.7,0.2,nl,1.3,1.1,35.0,14.0,0.0,0.2,1.5,Eredivisie,0.1,3032.0,4.0,Lars Veldwijk,0.8,0.0,0.0,96928.0, FW,62.4,22.2,7.14,0.0,2.5,0.3,197.0,PEC Zwolle,0.5,3.1,98.0,1.0
3134,22.0,4.0,1.7,0.7,0.2,0.4,73.5,2.0,0.2,nl,2.6,1.7,32.0,27.0,2.0,0.1,1.7,Eredivisie,0.2,2751.0,7.0,Vincent Janssen,1.4,0.1,0.0,133381.0, FW,73.5,24.7,7.52,0.0,4.5,0.8,180.0,AZ Alkmaar,1.8,2.6,79.0,3.0
3153,31.0,0.0,0.6,0.1,0.0,0.1,82.5,1.1,0.1,nl,1.1,1.0,7.0,1.0,0.0,0.1,0.6,Eredivisie,0.0,576.0,0.0,Mounir El Hamdaoui,0.3,0.0,0.0,5313.0, FW,82.5,23.7,6.55,0.0,2.6,0.7,183.0,AZ Alkmaar,0.1,2.9,84.0,0.0
3154,21.0,1.0,0.6,0.3,0.0,0.1,78.6,0.6,0.3,se,0.5,0.3,6.0,3.0,13.0,0.2,0.6,Eredivisie,0.3,690.0,1.0,Muamer Tankovic,0.0,0.0,0.0,101079.0, FW,78.6,14.3,6.52,0.0,1.1,0.3,180.0,AZ Alkmaar,0.6,0.9,74.0,3.0
3161,27.0,1.0,0.3,0.2,0.1,0.3,59.2,0.1,0.1,nl,0.1,0.4,1.0,1.0,17.0,0.1,0.3,Eredivisie,0.0,337.0,0.0,Robert Mühren,0.4,0.0,0.0,240878.0, FW,59.2,4.2,6.04,0.0,0.8,0.0,180.0,AZ Alkmaar,0.0,0.7,78.0,1.0
3183,20.0,1.0,0.9,1.6,0.3,0.7,62.2,1.7,0.3,no,0.5,1.5,8.0,2.0,7.0,0.2,0.9,Eredivisie,0.0,788.0,0.0,Alexander Sørloth,0.2,0.0,0.0,302497.0, FW,62.2,17.3,6.35,0.0,0.4,0.4,194.0,FC Groningen,0.3,2.3,90.0,2.0
3184,25.0,2.0,0.6,0.5,0.1,0.3,74.3,0.9,0.3,nl,0.2,0.7,9.0,5.0,17.0,0.0,0.6,Eredivisie,0.0,931.0,1.0,Danny Hoesen,0.5,0.0,0.0,43410.0, FW,74.3,10.2,6.34,0.0,1.2,0.1,185.0,FC Groningen,0.2,1.0,75.0,0.0
1,30.0,2.0,0.7,1.6,0.2,0.5,76.9,2.3,0.5,ci,1.3,1.3,30.0,14.0,2.0,0.6,0.7,Bundesliga,0.1,2535.0,3.0,Salomon Kalou,0.5,0.0,0.0,8028.0," AM(LR),FW",76.9,21.1,6.99,0.0,1.7,0.5,184.0,Hertha Berlin,0.4,1.7,77.0,2.0
159,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,de,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Bundesliga,0.0,5.0,0.0,Maximilian Beister,0.0,0.0,0.0,77446.0," AM(LR),FW",0.0,1.0,6.07,0.0,0.0,0.0,180.0,Mainz 05,0.0,0.0,81.0,0.0
262,23.0,0.0,0.7,1.8,0.2,0.7,61.2,1.2,1.7,ch,0.5,0.7,5.0,1.0,1.0,1.5,0.7,Bundesliga,0.0,420.0,0.0,Josip Drmic,0.2,0.0,0.0,83588.0," AM(LR),FW",61.2,22.3,6.73,0.0,1.0,1.2,181.0,Hamburger SV,0.5,2.0,80.0,2.0
273,36.0,0.0,0.1,0.4,0.0,0.3,65.9,0.0,0.3,hr,0.0,0.6,0.0,0.0,9.0,0.0,0.1,Bundesliga,0.0,168.0,0.0,Ivica Olic,0.1,0.0,0.0,3467.0," AM(LR),FW",65.9,4.9,6.02,0.0,0.6,0.1,182.0,Hamburger SV,0.0,0.2,85.0,0.0
379,23.0,0.0,0.1,0.5,0.2,0.1,71.5,0.4,0.1,ch,0.2,0.8,4.0,1.0,9.0,0.2,0.1,Bundesliga,0.0,441.0,0.0,Josip Drmic,0.2,0.0,0.0,83588.0," AM(LR),FW",71.5,10.5,6.16,0.0,0.6,0.5,181.0,Borussia M.Gladbach,0.4,1.3,80.0,0.0
469,20.0,6.0,1.5,0.6,0.0,0.2,84.5,0.7,0.6,fr,2.0,0.6,20.0,4.0,3.0,0.4,1.5,Bundesliga,0.7,1688.0,2.0,Kingsley Coman,0.1,0.0,0.0,125883.0," AM(LR),FW",84.5,34.8,7.52,0.0,1.6,0.6,178.0,Bayern Munich,0.3,1.3,71.0,0.0
507,24.0,2.0,1.1,2.8,0.1,0.3,78.2,2.2,0.3,cm,1.4,1.1,26.0,5.0,5.0,0.2,1.1,Ligue1,0.2,2355.0,0.0,Jacques Zoua,0.5,0.0,0.0,82230.0," AM(LR),FW",78.2,25.2,6.54,0.0,1.5,0.1,186.0,GFC Ajaccio,0.3,2.5,84.0,1.0
526,29.0,5.0,0.8,0.3,0.2,0.3,85.4,0.5,0.9,uy,0.7,0.9,24.0,19.0,8.0,0.4,0.8,Ligue1,0.1,2305.0,2.0,Edinson Cavani,1.2,0.0,0.0,24328.0," AM(LR),FW",85.4,24.8,7.27,0.0,2.7,0.6,184.0,Paris Saint Germain,1.0,1.4,71.0,3.0
548,22.0,1.0,1.1,0.2,0.0,0.1,73.5,1.3,0.6,ma,2.1,1.8,7.0,2.0,3.0,0.7,1.1,Ligue1,1.0,606.0,0.0,Oussama Tannane,0.2,0.0,0.0,115869.0," AM(LR),FW",73.5,19.6,6.93,0.0,2.0,1.6,178.0,Saint-Etienne,0.3,1.5,80.0,2.0
569,23.0,0.0,0.5,0.7,0.1,0.1,72.3,1.6,0.4,fr,0.8,0.9,11.0,1.0,5.0,0.3,0.5,Ligue1,0.3,845.0,0.0,Jean-Christophe Bahebeck,0.3,0.0,0.0,96321.0," AM(LR),FW",72.3,15.6,6.39,0.0,1.8,1.1,182.0,Saint-Etienne,0.6,1.8,80.0,2.0
597,27.0,0.0,0.1,1.5,0.0,0.2,69.2,0.7,0.7,fr,0.5,1.0,5.0,1.0,6.0,0.4,0.1,Ligue1,0.1,513.0,0.0,Florian Raspentino,0.5,0.1,0.0,104244.0," AM(LR),FW",69.2,9.7,6.19,0.0,0.7,0.5,179.0,SC Bastia,0.2,1.0,73.0,2.0
600,25.0,9.0,2.1,1.3,0.0,0.1,68.2,2.3,0.6,fr,2.6,1.8,34.0,6.0,2.0,1.0,2.1,Ligue1,1.4,2926.0,8.0,Nicolas de Preville,0.4,0.0,0.0,78443.0," AM(LR),FW",68.2,26.0,7.27,0.0,2.5,1.1,182.0,Reims,1.1,2.9,77.0,4.0
615,24.0,1.0,0.7,0.6,0.0,0.0,72.6,2.4,0.4,cg,1.4,1.4,10.0,4.0,4.0,0.2,0.7,Ligue1,0.2,939.0,0.0,Thievy,0.9,0.0,0.0,99196.0," AM(LR),FW",72.6,18.5,6.63,0.0,1.3,0.7,182.0,Reims,0.1,3.7,74.0,2.0
647,26.0,1.0,0.5,1.7,0.0,0.4,72.1,1.1,0.4,br,1.3,1.7,15.0,3.0,8.0,1.0,0.5,Ligue1,0.4,1217.0,1.0,Pedro Henrique,0.4,0.0,0.0,110424.0," AM(LR),FW",72.1,15.9,6.66,0.0,1.6,1.3,179.0,Rennes,0.7,1.0,71.0,9.0
666,25.0,6.0,0.9,0.7,0.0,0.1,75.2,1.5,0.6,fr,2.4,1.2,28.0,7.0,2.0,0.8,0.9,Ligue1,1.2,2340.0,3.0,Yannis Salibur,0.3,0.0,0.0,72757.0," AM(LR),FW",75.2,17.6,7.02,1.0,2.6,1.2,177.0,Guingamp,0.2,2.1,76.0,3.0
693,26.0,7.0,1.1,1.1,0.1,0.3,73.7,1.4,1.0,fr,1.7,1.2,31.0,5.0,4.0,0.8,1.1,Ligue1,0.5,2697.0,2.0,Billy Ketkeophomphone,0.0,0.0,0.0,236557.0," AM(LR),FW",73.7,27.2,7.03,0.0,1.6,2.0,180.0,Angers,0.6,2.2,71.0,4.0
706,25.0,1.0,0.8,0.8,0.0,0.1,76.7,1.8,0.7,fr,2.4,1.1,32.0,2.0,0.0,0.3,0.8,Ligue1,0.5,2445.0,0.0,Gilles Sunu,0.3,0.1,0.0,82232.0," AM(LR),FW",76.7,21.3,6.51,0.0,1.4,0.8,181.0,Angers,0.3,2.8,75.0,4.0
741,20.0,1.0,1.3,1.0,0.0,0.3,69.5,2.3,0.0,fr,1.3,1.0,2.0,0.0,1.0,0.0,1.3,Ligue1,0.7,202.0,0.0,Anthony Martial,0.0,0.0,0.0,122366.0," AM(LR),FW",69.5,19.7,6.52,0.0,0.3,0.3,181.0,Monaco,0.0,1.0,76.0,0.0
807,27.0,0.0,0.5,0.2,0.0,0.0,83.3,1.0,0.3,fr,0.2,0.5,2.0,0.0,4.0,0.0,0.5,Ligue1,0.2,201.0,0.0,Djamel Bakar,0.2,0.0,0.0,26538.0," AM(LR),FW",83.3,10.0,6.08,0.0,1.0,0.2,171.0,Montpellier,0.0,1.2,71.0,0.0
925,26.0,0.0,0.3,0.3,0.0,0.0,78.0,0.7,0.3,cv,0.7,1.0,0.0,0.0,3.0,0.3,0.3,Ligue1,0.3,89.0,0.0,Ryan Mendes,0.0,0.0,0.0,74790.0," AM(LR),FW",78.0,13.7,6.17,0.0,0.3,1.3,175.0,Lille,0.3,1.0,73.0,0.0
999,25.0,0.0,0.7,0.9,0.0,0.6,79.0,1.7,0.2,dk,1.3,0.9,33.0,11.0,3.0,0.3,0.7,Ligue1,0.3,2938.0,0.0,Martin Braithwaite,0.4,0.0,0.0,73494.0," AM(LR),FW",79.0,17.8,6.77,0.0,3.0,0.4,180.0,Toulouse,0.2,2.3,77.0,1.0
1034,22.0,1.0,0.7,0.8,0.0,0.2,76.0,1.9,0.8,fr,0.8,0.7,7.0,2.0,15.0,0.6,0.7,Ligue1,0.5,836.0,1.0,Thomas Touré,0.1,0.0,0.0,141156.0," AM(LR),FW",76.0,14.6,6.57,0.0,1.3,1.2,175.0,Bordeaux,0.3,1.1,75.0,2.0
1118,28.0,0.0,0.9,0.1,0.2,0.2,72.7,0.8,0.8,it,0.5,0.7,17.0,2.0,11.0,0.5,0.9,SerieA,0.6,1410.0,0.0,Luca Siligardi,0.1,0.0,0.0,34145.0," AM(LR),FW",72.7,15.4,6.5,0.0,1.6,1.0,180.0,Verona,0.5,1.3,73.0,1.0
1122,31.0,0.0,0.7,1.8,0.1,0.5,69.4,0.5,0.5,ar,1.5,1.1,19.0,1.0,14.0,0.3,0.7,SerieA,0.1,1836.0,1.0,Juanito Gómez,0.4,0.0,0.0,52520.0," AM(LR),FW",69.4,18.9,6.44,0.0,1.1,0.8,178.0,Verona,0.3,0.8,75.0,3.0
1172,21.0,4.0,0.9,1.3,0.1,0.3,73.7,2.5,0.6,sn,1.8,3.1,15.0,5.0,1.0,0.5,0.9,SerieA,0.5,1162.0,0.0,M'Baye Niang,0.6,0.0,0.0,58761.0," AM(LR),FW",73.7,20.9,7.02,0.0,2.3,1.1,184.0,AC Milan,0.8,3.0,75.0,1.0
1301,24.0,4.0,1.1,0.2,0.1,0.1,79.6,1.7,1.1,it,1.8,1.4,28.0,7.0,9.0,0.6,1.1,SerieA,0.4,2544.0,1.0,Nicola Sansone,0.6,0.0,0.0,83651.0," AM(LR),FW",79.6,24.6,6.7,0.0,1.7,0.7,173.0,Sassuolo,0.3,1.8,68.0,8.0
1326,20.0,0.0,3.0,2.0,0.0,0.0,90.9,1.0,0.0,fr,3.0,0.0,1.0,0.0,0.0,2.0,3.0,SerieA,2.0,65.0,0.0,Kingsley Coman,0.0,0.0,0.0,125883.0," AM(LR),FW",90.9,22.0,6.92,0.0,3.0,0.0,178.0,Juventus,0.0,4.0,71.0,0.0
1372,26.0,0.0,0.0,0.5,0.0,0.0,33.3,0.0,0.0,co,0.0,0.0,0.0,0.0,2.0,0.0,0.0,SerieA,0.0,8.0,0.0,Víctor Ibarbo,0.0,0.0,0.0,74805.0," AM(LR),FW",33.3,1.5,5.98,0.0,0.0,0.0,186.0,Roma,0.0,0.0,69.0,0.0
1404,29.0,0.0,0.0,0.4,0.0,0.2,56.3,0.8,0.2,tg,0.2,0.6,0.0,0.0,5.0,0.6,0.0,SerieA,0.2,72.0,0.0,Serge Gakpe,0.0,0.0,0.0,19530.0," AM(LR),FW",56.3,3.2,6.13,0.0,0.6,0.0,176.0,Atalanta,0.0,0.2,68.0,0.0
1597,29.0,1.0,0.8,1.4,0.2,0.4,73.1,1.6,0.3,tg,0.5,1.2,8.0,3.0,5.0,0.5,0.8,SerieA,0.2,774.0,0.0,Serge Gakpe,0.2,0.0,0.0,19530.0," AM(LR),FW",73.1,15.2,6.67,0.0,1.5,0.6,176.0,Genoa,0.2,1.3,68.0,1.0
1653,32.0,4.0,0.6,0.6,0.0,0.3,84.1,1.8,0.6,ci,0.5,0.6,16.0,5.0,9.0,0.4,0.6,PremierLeague,0.2,1459.0,1.0,Arouna Koné,0.2,0.0,0.0,8943.0," AM(LR),FW",84.1,23.2,6.7,0.0,1.4,1.0,182.0,Everton,0.5,1.8,78.0,1.0
1711,21.0,1.0,0.6,0.4,0.0,0.1,75.0,1.6,0.3,be,0.8,0.7,7.0,5.0,9.0,0.0,0.6,PremierLeague,0.2,669.0,0.0,Divock Origi,0.6,0.0,0.0,124688.0," AM(LR),FW",75.0,10.3,6.63,0.0,1.5,0.3,185.0,Liverpool,0.0,1.5,75.0,0.0
1742,23.0,2.0,0.7,0.3,0.2,0.2,78.7,0.7,1.1,cr,1.3,0.5,11.0,3.0,8.0,0.5,0.7,PremierLeague,0.1,888.0,0.0,Joel Campbell,0.2,0.1,0.0,95977.0," AM(LR),FW",78.7,18.0,6.72,0.0,1.0,1.4,178.0,Arsenal,0.3,1.4,71.0,0.0
1775,28.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,0.0,gb,0.0,0.0,0.0,0.0,1.0,0.0,0.0,PremierLeague,0.0,13.0,0.0,Kyle Lafferty,0.0,0.0,0.0,13841.0," AM(LR),FW",100.0,4.0,5.97,0.0,0.0,0.0,196.0,Norwich,0.0,1.0,70.0,0.0
1795,28.0,1.0,0.4,1.3,0.0,0.7,72.0,0.5,0.4,sn,1.0,0.8,12.0,5.0,14.0,0.2,0.4,PremierLeague,0.0,1269.0,2.0,Mame Biram Diouf,0.3,0.0,0.0,26013.0," AM(LR),FW",72.0,10.2,6.46,0.0,1.2,0.7,185.0,Stoke,0.2,1.3,79.0,3.0
1803,34.0,0.0,0.0,0.2,0.0,0.2,89.8,0.4,0.4,ng,0.2,0.6,0.0,0.0,5.0,0.4,0.0,PremierLeague,0.2,101.0,0.0,Peter Odemwingie,0.2,0.0,0.0,7719.0," AM(LR),FW",89.8,9.8,6.12,0.0,0.4,0.6,182.0,Stoke,0.2,0.8,75.0,0.0
1822,25.0,1.0,0.7,0.3,0.0,0.0,88.3,0.7,0.1,gb,0.7,0.2,2.0,0.0,10.0,0.2,0.7,PremierLeague,0.3,276.0,0.0,Callum McManaman,0.0,0.0,0.0,74885.0," AM(LR),FW",88.3,6.4,6.41,0.0,0.7,0.5,174.0,West Bromwich Albion,0.0,0.3,74.0,2.0
1845,30.0,0.0,0.6,1.5,0.1,0.2,74.9,1.3,0.6,jp,1.3,0.9,28.0,5.0,8.0,0.4,0.6,PremierLeague,0.0,2074.0,1.0,Shinji Okazaki,0.2,0.0,0.0,26222.0," AM(LR),FW",74.9,15.1,6.61,0.0,1.3,1.0,174.0,Leicester,0.1,1.5,76.0,1.0
1930,26.0,0.0,0.0,0.5,0.0,0.5,71.4,0.0,0.8,co,0.3,0.5,0.0,0.0,4.0,0.0,0.0,PremierLeague,0.0,65.0,0.0,Víctor Ibarbo,0.0,0.0,0.0,74805.0," AM(LR),FW",71.4,5.3,6.04,0.0,0.0,0.5,186.0,Watford,0.0,0.5,69.0,0.0
1933,27.0,3.0,0.9,0.8,0.2,1.0,72.5,1.7,0.9,cd,1.3,1.0,23.0,5.0,3.0,0.4,0.9,PremierLeague,1.0,2077.0,2.0,Yannick Bolasie,0.7,0.0,0.0,69844.0," AM(LR),FW",72.5,19.5,7.14,0.0,2.2,1.0,188.0,Crystal Palace,0.5,2.2,84.0,2.0
1977,25.0,2.0,0.7,1.0,0.1,1.2,71.6,1.7,1.2,it,1.9,1.2,22.0,5.0,4.0,0.8,0.7,PremierLeague,0.2,1899.0,0.0,Fabio Borini,0.1,0.0,0.0,80882.0," AM(LR),FW",71.6,21.2,6.7,0.0,1.8,0.9,178.0,Sunderland,1.1,1.8,73.0,6.0
2047,20.0,4.0,1.2,1.8,0.1,0.6,76.7,3.1,0.6,fr,1.8,1.3,29.0,11.0,2.0,0.3,1.2,PremierLeague,0.2,2632.0,3.0,Anthony Martial,0.5,0.0,0.0,122366.0," AM(LR),FW",76.7,29.8,7.23,0.0,1.8,0.7,181.0,Manchester United,0.4,2.4,76.0,2.0
2114,24.0,0.0,0.6,2.0,0.1,0.3,80.9,2.5,0.7,gh,1.3,1.6,27.0,7.0,3.0,0.8,0.6,PremierLeague,0.2,2353.0,0.0,Jordan Ayew,0.3,0.0,0.0,67491.0," AM(LR),FW",80.9,26.7,6.88,1.0,2.0,1.3,182.0,Aston Villa,0.5,3.2,80.0,6.0
2130,29.0,2.0,0.9,1.7,0.1,0.6,71.3,0.5,0.3,gb,0.9,1.4,13.0,1.0,2.0,0.1,0.9,PremierLeague,0.1,1037.0,0.0,Gabriel Agbonlahor,0.2,0.0,0.0,14036.0," AM(LR),FW",71.3,14.9,6.42,0.0,0.7,0.4,178.0,Aston Villa,0.3,1.1,76.0,0.0
2184,25.0,3.0,0.4,0.8,0.1,0.1,73.7,1.3,0.5,fr,0.9,1.6,21.0,12.0,13.0,0.1,0.4,LaLiga,0.1,1861.0,3.0,Cédric Bakambu,0.8,0.0,0.0,86513.0," AM(LR),FW",73.7,14.0,6.57,0.0,1.4,0.5,182.0,Villarreal,0.2,1.7,74.0,4.0
2216,20.0,1.0,0.4,1.1,0.1,0.3,76.4,1.5,0.7,es,1.9,1.2,18.0,4.0,8.0,0.5,0.4,LaLiga,0.1,1581.0,0.0,Santi Mina,0.2,0.0,0.0,125838.0," AM(LR),FW",76.4,19.0,6.53,0.0,1.0,1.1,177.0,Valencia,0.5,1.9,71.0,2.0
2232,34.0,4.0,0.8,0.8,0.1,0.1,75.2,1.0,0.2,es,1.6,0.4,38.0,19.0,0.0,0.4,0.8,LaLiga,0.2,3378.0,0.0,Rubén Castro,0.9,0.0,0.0,32853.0," AM(LR),FW",75.2,24.9,6.79,0.0,2.7,0.1,174.0,Real Betis,0.7,1.5,72.0,3.0
2365,20.0,2.0,0.9,0.6,0.0,0.6,64.9,2.1,0.4,ng,2.9,1.7,28.0,6.0,2.0,0.5,0.9,LaLiga,0.4,2434.0,1.0,Success,0.6,0.0,0.0,145940.0," AM(LR),FW",64.9,20.1,6.72,1.0,1.9,1.0,186.0,Granada,0.6,3.2,86.0,10.0
2381,24.0,0.0,0.3,0.9,0.1,0.0,74.6,1.0,0.0,cg,0.7,0.7,0.0,0.0,7.0,0.0,0.3,LaLiga,0.0,182.0,0.0,Thievy,0.3,0.0,0.0,99196.0," AM(LR),FW",74.6,9.0,6.1,0.0,0.3,0.4,182.0,Granada,0.1,0.6,74.0,0.0
2480,30.0,4.0,1.4,0.4,0.0,0.1,64.6,1.3,0.6,es,0.3,0.8,16.0,4.0,13.0,1.0,1.4,LaLiga,1.2,1400.0,1.0,Saúl Berjón,0.1,0.0,0.0,240888.0," AM(LR),FW",64.6,18.1,6.72,0.0,1.2,1.1,178.0,Eibar,1.4,0.9,84.0,1.0
2629,25.0,6.0,0.9,0.8,0.0,0.9,72.6,1.2,0.5,pt,0.6,0.8,27.0,3.0,7.0,0.6,0.9,LaLiga,1.2,2246.0,1.0,Bebé,0.6,0.1,0.0,89883.0," AM(LR),FW",72.6,17.8,6.87,0.0,2.4,1.1,190.0,Rayo Vallecano,0.7,1.8,75.0,3.0
2739,22.0,3.0,1.8,0.6,0.1,0.0,76.2,2.7,0.8,ma,2.5,3.3,9.0,7.0,2.0,1.1,1.8,Eredivisie,0.5,847.0,2.0,Oussama Tannane,0.5,0.0,0.0,115869.0," AM(LR),FW",76.2,22.9,7.63,0.0,4.0,2.4,178.0,Heracles,1.6,3.5,80.0,5.0
2871,31.0,0.0,1.3,2.3,0.3,0.5,69.4,2.5,0.0,ng,3.0,1.3,4.0,1.0,0.0,0.3,1.3,Eredivisie,0.0,352.0,0.0,Bartholomew Ogbeche,0.3,0.0,0.0,125733.0," AM(LR),FW",69.4,30.3,6.73,0.0,2.0,0.3,177.0,Willem II,0.3,6.5,78.0,0.0
