,age,asists,avgp,aw,blocks,clear,crosses,disp,drb,flag,fouled,fouls,full_time,goals,half_time,inter,keyp,league,longb,mins,motm,name,off,offsides,owng,player_number,position,ps_x,ps_y,rating,red,spg,tackles,tall,team_name,thrb,unstch,weight,yel
2041,29.0,0.0,0.5,0.8,0.1,0.3,76.1,1.0,0.2,ng,0.5,0.4,5.0,0.0,8.0,0.1,0.5,PremierLeague,0.1,510.0,0.0,Emmanuel Emenike,0.5,0.0,0.0,80052.0," AM(R),FW",76.1,10.9,6.27,0.0,0.8,0.4,182.0,West Ham,0.2,1.6,82.0,0.0
2101,31.0,0.0,0.5,1.2,0.0,0.5,74.8,1.0,0.3,sn,0.4,0.6,14.0,3.0,7.0,0.1,0.5,PremierLeague,0.1,1071.0,0.0,Papiss Demba Cissé,0.9,0.0,0.0,24223.0," AM(R),FW",74.8,19.3,6.33,0.0,1.1,0.5,183.0,Newcastle United,1.0,2.0,73.0,1.0
2186,25.0,1.0,0.9,1.0,0.3,0.4,73.4,0.9,0.8,es,0.8,1.7,7.0,2.0,9.0,0.3,0.9,LaLiga,0.3,759.0,0.0,Samuel,0.3,0.0,0.0,135233.0," AM(R),FW",73.4,20.7,6.52,0.0,0.6,1.3,179.0,Villarreal,0.1,1.6,73.0,2.0
2798,21.0,2.0,0.9,1.3,0.0,0.2,75.6,1.9,0.3,nl,1.3,1.2,20.0,11.0,7.0,0.2,0.9,Eredivisie,0.7,1760.0,2.0,Anwar El Ghazi,0.3,0.0,0.0,232261.0," AM(R),FW",75.6,16.3,7.12,1.0,2.1,0.6,189.0,Ajax,0.2,2.7,87.0,2.0
2881,19.0,1.0,0.2,0.8,0.1,0.3,60.7,1.1,0.3,nl,0.6,0.8,13.0,2.0,3.0,0.3,0.2,Eredivisie,0.1,951.0,0.0,Richairo Zivkovic,0.6,0.0,0.0,122206.0," AM(R),FW",60.7,11.1,6.4,0.0,0.9,1.3,186.0,Willem II,0.2,1.8,70.0,0.0
3001,22.0,0.0,0.8,1.5,0.3,0.0,80.4,1.3,0.0,nl,0.3,0.5,2.0,0.0,2.0,0.3,0.8,Eredivisie,0.0,178.0,0.0,Jordan Botaka,0.0,0.0,0.0,123681.0," AM(R),FW",80.4,14.0,6.2,0.0,1.5,0.0,184.0,Excelsior,0.5,2.3,73.0,0.0
3044,34.0,2.0,0.8,0.4,0.1,0.2,82.9,2.3,0.4,nl,2.5,1.5,27.0,2.0,2.0,0.7,0.8,Eredivisie,0.9,2215.0,2.0,Ruben Schaken,0.7,0.0,0.0,23429.0," AM(R),FW",82.9,19.5,6.63,0.0,0.7,0.7,172.0,ADO Den Haag,0.5,2.3,74.0,5.0
3073,23.0,0.0,0.7,0.8,0.1,0.3,79.6,1.9,0.6,ng,1.5,1.3,11.0,0.0,4.0,0.3,0.7,Eredivisie,0.1,922.0,0.0,Micheal Olaitan,1.4,0.0,0.0,136954.0," AM(R),FW",79.6,13.7,6.39,0.0,1.4,1.7,184.0,Twente,0.3,2.0,80.0,1.0
3174,22.0,0.0,0.3,0.2,0.1,0.4,79.9,1.5,0.4,nl,1.2,1.2,4.0,5.0,9.0,0.1,0.3,Eredivisie,0.2,515.0,1.0,Mimoun Mahi,0.4,0.0,0.0,238997.0," AM(R),FW",79.9,12.2,6.62,0.0,1.5,0.8,181.0,FC Groningen,0.2,1.6,69.0,0.0
100,30.0,1.0,1.3,0.8,0.0,0.5,64.7,0.2,0.4,de,0.6,0.6,7.0,0.0,6.0,1.5,1.3,Bundesliga,0.6,700.0,0.0,Tobias Werner,0.2,0.0,0.0,19044.0, AM(L),64.7,11.5,6.5,0.0,1.7,0.5,174.0,Augsburg,0.9,1.0,70.0,2.0
191,23.0,0.0,0.1,0.0,0.1,0.0,69.4,0.6,0.8,de,1.1,0.5,1.0,0.0,7.0,0.5,0.1,Bundesliga,0.3,272.0,0.0,Sonny Kittel,0.1,0.0,0.0,90966.0, AM(L),69.4,10.6,6.09,0.0,0.9,0.8,179.0,Eintracht Frankfurt,0.1,0.9,73.0,0.0
240,26.0,3.0,1.0,0.8,0.0,0.3,59.4,0.7,0.5,de,0.4,0.5,9.0,0.0,22.0,1.0,1.0,Bundesliga,0.7,1276.0,0.0,Tobias Kempe,0.3,0.0,0.0,291930.0, AM(L),59.4,11.8,6.47,0.0,1.0,0.5,184.0,Darmstadt,0.5,0.7,77.0,0.0
479,33.0,3.0,2.1,0.0,0.0,0.2,81.3,0.5,0.8,fr,1.0,0.8,6.0,2.0,7.0,0.5,2.1,Bundesliga,0.7,683.0,1.0,Franck Ribéry,0.6,0.0,0.0,9016.0, AM(L),81.3,39.5,7.02,0.0,1.0,0.1,170.0,Bayern Munich,1.5,0.7,72.0,1.0
513,23.0,1.0,0.2,1.1,0.0,0.1,67.7,1.3,0.3,fr,0.4,0.6,8.0,3.0,15.0,0.3,0.2,Ligue1,0.2,948.0,0.0,Kévin Mayi,0.2,0.0,0.0,109797.0, AM(L),67.7,12.1,6.3,0.0,1.3,0.6,182.0,GFC Ajaccio,0.1,1.2,76.0,1.0
524,20.0,1.0,1.4,0.2,0.0,0.0,87.9,1.8,1.0,fr,2.0,0.6,4.0,1.0,1.0,1.4,1.4,Ligue1,1.4,350.0,0.0,Hervin Ongenda,0.4,0.0,0.0,128048.0, AM(L),87.9,51.4,7.31,0.0,1.0,0.8,170.0,Paris Saint Germain,1.0,0.6,65.0,0.0
740,22.0,2.0,0.6,0.4,0.1,0.5,76.8,1.6,0.9,pt,1.3,1.3,15.0,3.0,10.0,0.5,0.6,Ligue1,0.2,1293.0,2.0,Hélder Costa,0.2,0.0,0.0,118127.0, AM(L),76.8,11.9,6.56,0.0,1.0,1.0,178.0,Monaco,0.0,1.8,73.0,4.0
772,19.0,1.0,0.7,0.5,0.0,0.2,73.4,1.0,0.6,fr,0.7,0.9,16.0,8.0,15.0,0.4,0.7,Ligue1,0.3,1508.0,2.0,Maxwel Cornet,0.5,0.0,0.0,125004.0, AM(L),73.4,15.4,6.55,1.0,1.0,0.7,179.0,Lyon,0.1,1.5,69.0,3.0
824,29.0,0.0,0.7,0.6,0.0,0.1,66.0,1.0,0.8,bi,1.2,0.5,6.0,1.0,8.0,0.4,0.7,Ligue1,0.2,596.0,1.0,Saidi Ntibazonkiza,0.1,0.0,0.0,34627.0, AM(L),66.0,10.1,6.54,0.0,1.4,1.1,170.0,Caen,0.2,1.2,64.0,0.0
826,26.0,3.0,0.8,0.6,0.0,0.3,66.3,1.0,0.5,fr,0.6,0.6,11.0,0.0,14.0,0.6,0.8,Ligue1,1.0,1074.0,0.0,Herve Bazile,0.1,0.0,0.0,58571.0, AM(L),66.3,11.6,6.49,0.0,1.3,1.0,180.0,Caen,0.2,1.1,73.0,1.0
1059,22.0,0.0,0.5,0.0,0.0,0.3,75.2,0.8,0.0,hr,0.3,2.3,3.0,1.0,1.0,1.3,0.5,SerieA,0.3,229.0,0.0,Ante Rebic,0.3,0.0,0.0,101735.0, AM(L),75.2,29.3,6.78,0.0,1.5,2.5,185.0,Fiorentina,0.0,1.3,77.0,2.0
1082,21.0,2.0,1.3,0.3,0.0,0.0,85.4,1.2,0.3,sn,1.5,0.9,15.0,4.0,16.0,0.3,1.3,SerieA,0.8,1767.0,0.0,Keita,0.3,0.0,0.0,136294.0, AM(L),85.4,17.5,6.92,0.0,2.0,0.3,184.0,Lazio,0.3,1.1,80.0,5.0
1127,22.0,0.0,0.3,0.3,0.1,0.1,69.5,1.8,1.0,hr,0.9,1.4,6.0,0.0,4.0,0.7,0.3,SerieA,0.3,527.0,0.0,Ante Rebic,0.0,0.0,0.0,101735.0, AM(L),69.5,15.1,6.24,1.0,1.0,0.5,185.0,Verona,0.4,1.6,77.0,1.0
1429,26.0,3.0,0.5,0.1,0.0,0.4,75.0,0.8,0.3,it,1.6,0.6,16.0,3.0,13.0,0.4,0.5,SerieA,0.3,1508.0,1.0,Antonio Di Gaudio,0.1,0.0,0.0,109067.0, AM(L),75.0,12.0,6.56,0.0,1.2,0.3,169.0,Carpi,0.2,1.2,64.0,2.0
1564,28.0,2.0,1.6,0.4,0.0,0.3,70.1,1.9,1.2,it,1.7,1.4,20.0,1.0,8.0,1.4,1.6,SerieA,1.0,1794.0,0.0,Danilo Soddimo,0.3,0.0,0.0,18681.0, AM(L),70.1,25.0,6.66,1.0,1.6,1.7,185.0,Frosinone,1.0,2.2,75.0,9.0
1568,26.0,0.0,0.7,0.3,0.3,0.9,64.3,1.1,1.3,de,1.4,1.5,12.0,1.0,3.0,1.0,0.7,SerieA,0.5,930.0,0.0,Oliver Kragl,0.1,0.0,0.0,302316.0, AM(L),64.3,16.1,6.55,0.0,2.1,1.6,179.0,Frosinone,0.6,1.1,75.0,4.0
1609,28.0,0.0,0.4,0.0,0.0,0.0,83.8,0.8,0.3,es,2.2,0.2,5.0,0.0,16.0,0.3,0.4,SerieA,0.6,709.0,0.0,Diego Capel,0.2,0.0,0.0,11381.0, AM(L),83.8,11.1,6.23,0.0,0.7,0.3,173.0,Genoa,0.3,0.9,67.0,2.0
1739,20.0,2.0,0.9,0.1,0.0,0.1,85.3,1.2,0.2,ng,0.4,0.2,8.0,2.0,5.0,0.2,0.9,PremierLeague,0.0,632.0,0.0,Alex Iwobi,0.0,0.0,0.0,136824.0, AM(L),85.3,28.3,6.78,0.0,1.2,0.6,180.0,Arsenal,0.5,1.6,75.0,0.0
1868,29.0,2.0,0.5,0.5,0.0,0.4,78.6,1.4,0.7,gb,1.1,0.4,15.0,3.0,11.0,0.6,0.5,PremierLeague,0.3,1337.0,2.0,Marc Pugh,0.0,0.0,0.0,14000.0, AM(L),78.6,19.3,6.6,0.0,0.8,1.2,180.0,Bournemouth,0.7,1.3,72.0,1.0
2070,22.0,0.0,0.4,0.3,0.0,0.3,80.8,2.4,0.4,nl,1.2,0.7,16.0,2.0,13.0,0.3,0.4,PremierLeague,0.5,1478.0,1.0,Memphis Depay,0.3,0.0,0.0,110154.0, AM(L),80.8,22.1,6.38,0.0,2.0,0.4,176.0,Manchester United,0.8,1.7,78.0,2.0
2195,25.0,0.0,0.4,1.0,0.0,0.3,71.0,0.6,0.7,ru,1.6,1.7,6.0,3.0,1.0,1.1,0.4,LaLiga,0.3,482.0,0.0,Denis Cheryshev,0.0,0.0,0.0,110297.0, AM(L),71.0,26.6,7.12,0.0,1.9,2.9,179.0,Valencia,0.3,1.9,74.0,2.0
2295,24.0,0.0,0.5,1.5,0.1,0.2,68.4,1.0,0.4,,0.4,0.5,13.0,5.0,9.0,0.3,0.5,LaLiga,0.2,1130.0,1.0,Sabin,0.1,0.0,0.0,291685.0, AM(L),68.4,12.8,6.55,0.0,1.2,0.7,187.0,Athletic Bilbao,0.2,1.2,78.0,1.0
2301,26.0,0.0,0.2,0.0,0.0,0.4,74.4,0.6,0.4,es,0.0,1.2,1.0,0.0,4.0,0.2,0.2,LaLiga,0.0,116.0,0.0,Ibai Gómez,0.2,0.0,0.0,91193.0, AM(L),74.4,7.8,6.05,0.0,0.4,0.2,177.0,Athletic Bilbao,0.2,0.0,72.0,3.0
2343,22.0,3.0,0.7,0.2,0.0,0.1,76.6,0.5,0.3,,0.8,0.3,8.0,1.0,18.0,0.3,0.7,LaLiga,0.4,976.0,0.0,Burgui,0.1,0.0,0.0,149122.0, AM(L),76.6,13.5,6.54,0.0,1.2,0.8,184.0,Espanyol,0.5,0.6,71.0,0.0
2390,24.0,7.0,1.3,0.3,0.1,0.3,67.4,1.5,0.8,,1.5,0.8,33.0,5.0,3.0,1.1,1.3,LaLiga,1.1,2873.0,4.0,Jony,0.2,0.0,0.0,294140.0, AM(L),67.4,23.9,6.8,0.0,1.5,1.0,179.0,Sporting Gijon,0.8,1.7,80.0,4.0
2417,26.0,4.0,1.1,0.1,0.0,0.2,79.8,0.9,0.5,ua,0.8,0.7,15.0,4.0,17.0,0.7,1.1,LaLiga,1.4,1613.0,2.0,Yevhen Konoplyanka,0.0,0.0,0.0,58467.0, AM(L),79.8,15.6,6.89,0.0,1.6,0.6,176.0,Sevilla,0.4,0.8,69.0,4.0
2524,29.0,7.0,2.1,0.6,0.0,0.1,67.6,2.1,0.8,es,2.1,1.4,27.0,12.0,2.0,0.9,2.1,LaLiga,1.0,2473.0,9.0,Nolito,1.1,0.0,0.0,91267.0, AM(L),67.6,38.9,7.44,0.0,2.8,1.7,175.0,Celta Vigo,2.1,1.8,65.0,9.0
2538,20.0,1.0,0.4,0.3,0.0,0.1,75.7,0.7,0.3,be,1.3,0.9,14.0,2.0,9.0,0.6,0.4,LaLiga,0.2,1195.0,0.0,Theo Bongonda,0.4,0.0,0.0,136392.0, AM(L),75.7,12.9,6.51,0.0,0.8,0.8,177.0,Celta Vigo,0.1,1.0,68.0,5.0
2571,25.0,1.0,0.5,0.0,0.5,0.0,81.0,1.0,1.0,ru,0.5,2.5,0.0,0.0,2.0,1.0,0.5,LaLiga,0.0,33.0,0.0,Denis Cheryshev,0.0,0.0,0.0,110297.0, AM(L),81.0,10.5,6.58,0.0,0.5,1.0,179.0,Real Madrid,0.5,0.5,74.0,0.0
2613,19.0,1.0,0.9,1.0,0.0,0.4,71.6,2.1,0.6,es,1.5,0.7,16.0,6.0,6.0,0.8,0.9,LaLiga,0.2,1501.0,1.0,Mikel Oyarzabal,0.1,0.0,0.0,298839.0, AM(L),71.6,21.1,6.77,0.0,1.4,0.9,0.0,Real Sociedad,0.5,1.5,0.0,1.0
2707,23.0,0.0,0.5,0.2,0.0,0.0,74.0,1.2,0.2,ma,0.5,0.6,4.0,1.0,6.0,0.1,0.5,LaLiga,1.0,387.0,0.0,Adnane Tighadouini,0.1,0.0,0.0,101080.0, AM(L),74.0,10.4,6.4,0.0,1.5,0.6,179.0,Malaga,0.3,1.0,70.0,0.0
2728,29.0,2.0,1.3,0.5,0.0,0.3,85.3,0.9,1.3,ua,1.1,0.7,18.0,5.0,7.0,0.6,1.3,Eredivisie,0.4,1595.0,0.0,Denys Oliynyk,0.3,0.0,0.0,67971.0, AM(L),85.3,29.9,6.73,1.0,1.3,0.7,178.0,Vitesse,1.1,1.1,72.0,3.0
2730,19.0,1.0,0.7,1.2,0.0,0.5,71.5,1.1,0.7,gb,1.0,0.3,12.0,1.0,10.0,0.6,0.7,Eredivisie,0.2,1032.0,0.0,Isaiah Brown,0.3,0.0,0.0,127119.0, AM(L),71.5,20.9,6.51,0.0,0.7,0.7,182.0,Vitesse,0.7,1.7,70.0,2.0
2753,21.0,5.0,1.4,0.2,0.0,0.2,82.0,1.8,0.4,nl,1.1,0.9,22.0,2.0,12.0,0.2,1.4,Eredivisie,0.4,1892.0,1.0,Brahim Darri,0.1,0.0,0.0,106048.0, AM(L),82.0,16.5,6.67,0.0,1.6,0.7,177.0,Heracles,0.5,1.4,70.0,4.0
2840,23.0,8.0,2.7,0.6,0.0,0.3,78.3,2.2,0.9,se,1.4,0.5,34.0,6.0,0.0,0.8,2.7,Eredivisie,0.7,3003.0,6.0,Sam Larsson,0.0,0.0,0.0,238896.0, AM(L),78.3,41.1,7.3,0.0,2.1,1.1,179.0,SC Heerenveen,1.5,2.5,70.0,1.0
2913,22.0,0.0,1.0,0.0,0.0,0.0,66.7,0.0,0.0,nl,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Eredivisie,0.0,3.0,0.0,Elvis Manu,0.0,0.0,0.0,94904.0, AM(L),66.7,3.0,6.04,0.0,2.0,0.0,173.0,Feyenoord,0.0,2.0,64.0,0.0
2938,27.0,3.0,0.9,0.4,0.0,0.2,75.4,0.5,0.3,nl,0.6,0.4,8.0,0.0,12.0,0.4,0.9,Eredivisie,0.6,883.0,0.0,Xander Houtkoop,0.1,0.0,1.0,77683.0, AM(L),75.4,11.4,6.31,0.0,1.4,0.7,175.0,Cambuur,0.2,0.9,71.0,0.0
2970,31.0,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,nl,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Eredivisie,1.0,4.0,0.0,Marc Höcher,0.0,0.0,0.0,20190.0, AM(L),100.0,5.0,6.38,0.0,0.0,0.0,182.0,Roda,0.0,0.0,76.0,0.0
3097,20.0,0.0,0.6,0.4,0.1,0.2,75.2,1.3,0.4,nl,0.5,0.3,29.0,6.0,6.0,0.5,0.6,Eredivisie,0.2,2514.0,0.0,Queensy Menig,0.1,0.0,0.0,247849.0, AM(L),75.2,13.0,6.61,0.0,1.6,0.6,174.0,PEC Zwolle,0.6,1.9,69.0,0.0
3125,24.0,6.0,1.6,0.0,0.1,0.1,77.8,0.7,0.5,be,0.5,0.5,6.0,1.0,8.0,0.3,1.6,Eredivisie,1.3,673.0,0.0,Maxime Lestienne,0.4,0.0,0.0,71627.0, AM(L),77.8,15.1,6.85,0.0,1.4,0.4,176.0,PSV Eindhoven,0.8,1.0,61.0,1.0
3140,23.0,0.0,3.0,0.0,0.0,2.0,83.3,0.0,1.0,nl,0.0,1.0,1.0,0.0,0.0,3.0,3.0,Eredivisie,1.0,86.0,0.0,Fernando Lewis,0.0,0.0,0.0,108379.0, AM(L),83.3,30.0,7.13,0.0,3.0,0.0,180.0,AZ Alkmaar,2.0,0.0,75.0,0.0
101,33.0,2.0,0.8,0.4,0.0,0.3,78.5,1.2,0.4,tr,0.9,0.6,15.0,1.0,4.0,0.3,0.8,Bundesliga,0.1,1206.0,0.0,Halil Altintop,0.2,0.0,0.0,5533.0," AM(C),FW",78.5,19.8,6.48,0.0,0.7,1.1,186.0,Augsburg,1.1,1.3,75.0,1.0
142,24.0,4.0,1.3,0.5,0.0,0.2,73.3,1.0,0.4,tr,1.3,0.5,33.0,11.0,1.0,0.4,1.3,Bundesliga,0.1,2796.0,3.0,Yunus Malli,0.3,0.0,0.0,104919.0," AM(C),FW",73.3,25.6,6.98,0.0,1.9,0.5,179.0,Mainz 05,0.7,1.5,70.0,0.0
200,37.0,3.0,1.1,2.3,0.0,0.4,68.4,1.8,0.3,pe,0.8,1.1,17.0,14.0,11.0,0.9,1.1,Bundesliga,0.1,1742.0,2.0,Claudio Pizarro,0.7,0.0,0.0,217.0," AM(C),FW",68.4,21.5,7.03,0.0,1.6,0.6,184.0,Werder Bremen,1.0,1.5,84.0,3.0
595,26.0,1.0,0.3,0.8,0.0,0.4,63.9,0.7,0.1,fr,0.7,0.6,2.0,0.0,7.0,0.2,0.3,Ligue1,0.0,238.0,0.0,Christopher Maboulou,0.0,0.0,0.0,83244.0," AM(C),FW",63.9,6.8,6.2,0.0,0.3,0.4,185.0,SC Bastia,0.1,0.4,79.0,0.0
616,27.0,1.0,0.9,1.4,0.0,0.3,72.1,1.5,1.0,fr,0.9,0.9,16.0,4.0,6.0,0.5,0.9,Ligue1,0.2,1269.0,0.0,Gaëtan Charbonnier,0.2,0.0,0.0,69781.0," AM(C),FW",72.1,25.2,6.62,0.0,1.0,1.0,188.0,Reims,0.8,1.5,80.0,3.0
656,29.0,0.0,0.0,1.0,0.0,0.0,66.7,0.0,0.0,se,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Ligue1,0.0,16.0,0.0,Ola Toivonen,0.0,0.0,0.0,16032.0," AM(C),FW",66.7,3.0,6.25,0.0,1.0,0.0,189.0,Rennes,0.0,0.0,81.0,0.0
758,22.0,1.0,1.3,0.0,0.0,0.0,85.5,2.0,0.4,fr,0.8,1.0,5.0,4.0,4.0,0.4,1.3,Ligue1,0.8,463.0,1.0,Nabil Fekir,0.2,0.0,0.0,134893.0," AM(C),FW",85.5,23.0,7.02,0.0,2.2,0.4,173.0,Lyon,1.7,0.9,72.0,1.0
857,24.0,2.0,0.5,1.5,0.1,0.4,77.1,1.3,0.5,ma,0.5,1.5,17.0,4.0,15.0,0.3,0.5,Ligue1,0.2,1520.0,1.0,Yacine Bammou,0.3,0.0,0.0,231145.0," AM(C),FW",77.1,20.4,6.4,1.0,1.3,0.6,188.0,Nantes,0.9,1.3,78.0,6.0
991,25.0,5.0,0.9,0.6,0.0,0.2,72.8,1.6,0.5,fr,1.3,0.7,34.0,17.0,1.0,0.5,0.9,Ligue1,0.4,2896.0,4.0,Wissam Ben Yedder,1.3,0.0,0.0,89946.0," AM(C),FW",72.8,26.5,6.96,0.0,2.7,0.7,170.0,Toulouse,0.3,1.9,68.0,2.0
1154,23.0,1.0,0.8,0.3,0.0,0.1,81.5,1.8,0.4,mk,1.2,1.0,16.0,3.0,16.0,0.3,0.8,SerieA,0.6,1653.0,0.0,Aleksandar Trajkovski,0.4,0.0,0.0,89294.0," AM(C),FW",81.5,15.2,6.46,0.0,1.2,0.6,180.0,Palermo,0.4,2.1,72.0,2.0
1202,25.0,5.0,0.9,0.8,0.0,0.1,74.5,1.6,0.2,co,1.1,0.9,19.0,6.0,13.0,0.2,0.9,SerieA,0.1,1692.0,2.0,Luis Muriel,0.5,0.0,0.0,84190.0," AM(C),FW",74.5,15.0,6.71,0.0,1.8,0.3,178.0,Sampdoria,0.3,2.3,79.0,3.0
1450,26.0,2.0,1.2,1.0,0.0,0.2,74.6,1.7,0.7,me,2.0,1.1,18.0,6.0,8.0,0.2,1.2,SerieA,0.2,1532.0,2.0,Stevan Jovetic,0.4,0.0,0.0,29072.0," AM(C),FW",74.6,32.9,6.89,0.0,2.7,0.7,183.0,Inter,0.8,1.8,79.0,4.0
1471,33.0,3.0,1.4,2.6,0.1,0.6,77.7,1.2,0.5,fr,1.8,0.8,34.0,11.0,2.0,0.5,1.4,SerieA,0.3,2904.0,5.0,Cyril Théréau,0.8,0.0,0.0,13154.0," AM(C),FW",77.7,32.4,7.03,1.0,2.1,0.8,189.0,Udinese,0.6,2.5,78.0,2.0
1714,23.0,0.0,0.8,0.5,0.0,0.3,76.3,0.5,0.0,gb,0.8,1.2,3.0,2.0,3.0,0.2,0.8,PremierLeague,0.2,340.0,0.0,Danny Ings,0.3,0.0,0.0,91762.0," AM(C),FW",76.3,13.3,6.54,0.0,1.7,0.2,178.0,Liverpool,0.5,1.3,73.0,1.0
1872,23.0,0.0,0.8,0.7,0.0,0.6,87.1,1.2,0.2,gb,0.6,1.0,12.0,4.0,3.0,0.1,0.8,PremierLeague,0.1,937.0,0.0,Benik Afobe,0.6,0.0,0.0,93647.0," AM(C),FW",87.1,14.9,6.43,0.0,0.9,0.3,183.0,Bournemouth,0.1,1.7,79.0,0.0
1880,34.0,0.0,0.1,0.9,0.0,0.1,71.2,0.7,0.0,fr,0.4,0.0,0.0,0.0,7.0,0.3,0.1,PremierLeague,0.0,125.0,0.0,Yann Kermorgant,0.1,0.0,0.0,23321.0," AM(C),FW",71.2,8.4,6.1,0.0,0.1,0.0,184.0,Bournemouth,0.4,0.0,84.0,0.0
1884,22.0,1.0,1.2,2.0,0.2,0.8,73.1,2.4,0.3,gb,1.4,1.1,38.0,25.0,0.0,0.6,1.2,PremierLeague,0.1,3370.0,8.0,Harry Kane,0.8,0.0,1.0,83532.0," AM(C),FW",73.1,25.3,7.53,0.0,4.2,0.8,188.0,Tottenham,1.2,1.8,65.0,5.0
1911,27.0,3.0,1.0,0.6,0.1,0.7,75.9,2.2,0.6,ng,1.5,1.3,36.0,15.0,1.0,0.4,1.0,PremierLeague,0.1,3153.0,6.0,Odion Ighalo,0.7,0.0,0.0,31376.0," AM(C),FW",75.9,19.5,6.96,0.0,2.9,0.7,188.0,Watford,0.2,2.8,70.0,4.0
1957,32.0,0.0,0.4,0.8,0.2,0.3,78.5,0.4,0.3,ma,0.7,0.7,1.0,0.0,9.0,0.1,0.4,PremierLeague,0.0,251.0,0.0,Marouane Chamakh,0.4,0.0,0.0,6236.0," AM(C),FW",78.5,9.3,6.17,0.0,0.2,0.7,185.0,Crystal Palace,0.1,0.4,70.0,1.0
1989,29.0,2.0,0.7,2.2,0.1,0.5,73.2,0.1,1.0,se,0.7,0.8,9.0,0.0,3.0,0.7,0.7,PremierLeague,0.0,665.0,0.0,Ola Toivonen,0.0,0.0,0.0,16032.0," AM(C),FW",73.2,21.2,6.38,0.0,0.6,0.8,189.0,Sunderland,0.6,0.4,81.0,1.0
2076,22.0,0.0,0.0,1.0,0.0,0.0,50.0,0.0,0.0,gb,0.0,0.0,0.0,0.0,1.0,0.0,0.0,PremierLeague,0.0,16.0,0.0,Nick Powell,0.0,0.0,0.0,90211.0," AM(C),FW",50.0,2.0,6.03,0.0,0.0,0.0,183.0,Manchester United,0.0,0.0,65.0,0.0
2105,27.0,1.0,0.1,0.4,0.1,0.1,74.6,0.2,0.4,nl,0.3,0.4,3.0,0.0,15.0,0.2,0.1,PremierLeague,0.1,447.0,0.0,Siem de Jong,0.0,0.0,0.0,32196.0," AM(C),FW",74.6,10.7,6.2,0.0,0.4,0.9,185.0,Newcastle United,0.3,0.6,76.0,0.0
2165,28.0,0.0,0.0,0.0,0.0,0.0,71.4,0.5,0.5,nl,0.0,0.0,1.0,0.0,1.0,0.5,0.0,PremierLeague,0.0,66.0,0.0,Marvin Emnes,0.0,0.0,0.0,20108.0," AM(C),FW",71.4,7.0,6.06,0.0,0.5,0.5,180.0,Swansea,0.0,1.0,66.0,0.0
2359,29.0,2.0,0.7,2.0,0.1,0.7,65.3,1.6,0.2,ma,1.5,1.3,27.0,16.0,8.0,0.3,0.7,LaLiga,0.1,2517.0,1.0,Youssef El-Arabi,1.3,0.0,0.0,70080.0," AM(C),FW",65.3,18.1,6.91,0.0,2.0,1.0,183.0,Granada,0.6,2.6,84.0,3.0
2671,31.0,1.0,0.5,2.1,0.0,0.4,70.1,0.9,0.3,es,0.8,1.0,8.0,3.0,15.0,0.3,0.5,LaLiga,0.0,942.0,2.0,Casadesús,0.1,0.0,0.0,14077.0," AM(C),FW",70.1,16.6,6.45,0.0,0.5,0.6,180.0,Levante,0.7,0.8,77.0,4.0
2723,23.0,2.0,1.1,0.2,0.0,0.1,88.1,1.8,0.6,ge,0.5,0.6,31.0,10.0,2.0,0.4,1.1,Eredivisie,0.0,2649.0,1.0,Valeri Qazaishvili,0.1,0.0,0.0,104793.0," AM(C),FW",88.1,25.4,6.9,0.0,2.5,0.5,183.0,Vitesse,0.5,1.7,74.0,0.0
2765,26.0,7.0,1.4,1.2,0.0,0.2,78.6,1.8,0.1,nl,0.5,0.3,32.0,8.0,4.0,0.5,1.4,Eredivisie,1.5,2686.0,0.0,Nacer Barazite,0.4,0.0,0.0,32861.0," AM(C),FW",78.6,26.8,7.05,0.0,1.7,0.5,188.0,FC Utrecht,1.0,1.4,86.0,3.0
2783,20.0,1.0,0.5,0.5,0.0,0.0,81.8,0.5,0.1,us,0.6,0.4,2.0,0.0,8.0,0.3,0.5,Eredivisie,0.1,266.0,0.0,Rubio Rubin,0.1,0.0,0.0,235954.0," AM(C),FW",81.8,6.6,6.29,0.0,0.3,0.3,180.0,FC Utrecht,0.1,1.3,73.0,0.0
2868,28.0,3.0,0.6,2.6,0.1,0.4,70.7,1.3,0.6,nl,1.5,1.0,34.0,11.0,0.0,0.6,0.6,Eredivisie,0.0,2847.0,3.0,Erik Falkenburg,0.4,0.0,0.0,34921.0," AM(C),FW",70.7,22.7,6.82,0.0,2.3,0.9,187.0,Willem II,0.7,1.8,84.0,2.0
2909,30.0,0.0,0.0,2.5,0.0,0.2,68.6,0.7,0.5,nl,0.8,0.3,2.0,0.0,4.0,0.7,0.0,Eredivisie,0.0,219.0,0.0,Lex Immers,0.2,0.0,0.0,30711.0," AM(C),FW",68.6,14.3,6.37,0.0,0.8,0.5,187.0,Feyenoord,1.0,0.5,78.0,0.0
