,age,asists,avgp,aw,blocks,clear,crosses,disp,drb,fouled,fouls,goals,inter,keyp,league,longb,name,off,offsides,owng,position,ps_x,red,spg,tackles,tall,team_name,thrb,unstch,weight,yel
1037,20.0,0.0,0.6,0.6,0.2,1.3,70.4,0.8,0.4,0.2,0.3,1.0,1.4,0.6,Ligue1,0.1,Milan Gajic,0.2,0.0,0.0,D(R),70.4,0.0,0.2,0.8,183.0,Bordeaux,1.2,0.4,73.0,0.0
1067,23.0,0.0,0.6,0.2,0.0,0.4,80.9,1.2,0.6,0.4,1.4,0.0,0.6,0.6,SerieA,0.4,Gilberto,0.2,0.0,0.0,D(R),80.9,0.0,0.8,1.4,179.0,Fiorentina,1.2,1.6,74.0,1.0
1097,23.0,0.0,0.3,0.6,0.4,1.9,81.8,0.7,0.7,0.2,1.2,0.0,1.9,0.3,SerieA,0.6,Patric,0.0,0.0,0.0,D(R),81.8,1.0,0.3,0.7,184.0,Lazio,2.2,0.4,72.0,2.0
1115,23.0,0.0,0.2,2.2,0.0,1.4,71.4,1.2,1.2,1.0,1.4,0.0,0.2,0.2,SerieA,0.8,Gilberto,0.0,0.0,0.0,D(R),71.4,0.0,0.6,1.6,179.0,Verona,1.0,0.8,74.0,1.0
1166,29.0,1.0,0.7,0.6,0.3,2.9,78.1,0.4,0.5,0.6,1.4,1.0,2.8,0.7,SerieA,0.6,Ignazio Abate,0.0,0.1,0.0,D(R),78.1,0.0,0.1,2.8,180.0,AC Milan,3.5,0.3,73.0,7.0
1203,18.0,1.0,0.2,1.1,0.3,2.2,80.1,0.9,0.9,0.7,0.9,0.0,1.3,0.2,SerieA,0.4,Pedro Pereira,0.0,0.1,0.0,D(R),80.1,0.0,0.3,2.0,174.0,Sampdoria,1.7,0.7,70.0,0.0
1266,21.0,0.0,0.1,1.0,0.4,2.2,,0.9,1.6,1.0,1.3,0.0,3.1,0.1,SerieA,,Alex Ferrari,0.0,0.2,0.0,D(R),78.0,0.0,0.3,2.5,183.0,Bologna,,1.3,70.0,6.0
1354,34.0,2.0,0.7,0.9,0.1,1.5,84.6,0.5,0.7,0.8,0.7,1.0,0.7,0.7,SerieA,0.5,Maicon,0.1,0.2,0.0,D(R),84.6,1.0,0.7,1.2,184.0,Roma,1.8,0.5,77.0,2.0
1428,22.0,1.0,0.7,0.3,0.0,0.0,78.6,0.2,0.5,0.5,0.7,0.0,0.8,0.7,SerieA,0.3,Wallace Oliveira,0.0,0.0,0.0,D(R),78.6,0.0,0.8,1.5,175.0,Carpi,1.3,1.3,72.0,1.0
1534,27.0,0.0,0.2,1.2,0.4,2.5,83.7,0.6,0.4,1.1,1.0,1.0,2.6,0.2,SerieA,0.2,Vincent Laurini,0.0,0.6,0.0,D(R),83.7,0.0,0.1,1.2,173.0,Empoli,1.7,0.7,72.0,5.0
1544,30.0,0.0,0.2,0.5,0.1,1.9,83.0,0.7,0.3,0.7,0.7,0.0,1.8,0.2,SerieA,0.2,Marco Zambelli,0.0,0.3,0.0,D(R),83.0,0.0,0.0,1.1,180.0,Empoli,1.5,0.7,77.0,3.0
1569,28.0,1.0,0.3,1.0,0.4,3.3,67.8,0.3,0.5,0.3,1.1,0.0,1.7,0.3,SerieA,0.3,Matteo Ciofani,0.1,0.3,0.0,D(R),67.8,0.0,0.2,1.3,183.0,Frosinone,1.5,0.3,76.0,2.0
1638,35.0,0.0,0.0,0.0,1.0,0.0,82.4,1.0,2.0,0.0,0.0,0.0,3.0,0.0,PremierLeague,0.0,Tony Hibbert,0.0,0.0,0.0,D(R),82.4,0.0,1.0,1.0,175.0,Everton,1.0,0.0,71.0,0.0
1658,22.0,0.0,0.4,0.8,0.0,2.4,81.5,0.0,0.8,0.4,0.8,0.0,1.2,0.4,PremierLeague,0.0,Tyias Browning,0.0,0.0,0.0,D(R),81.5,0.0,0.4,1.8,181.0,Everton,0.8,0.4,76.0,1.0
1738,30.0,0.0,0.5,3.0,0.0,0.5,74.7,2.0,0.5,0.5,1.5,0.0,1.5,0.5,PremierLeague,0.0,Mathieu Debuchy,0.0,0.0,0.0,D(R),74.7,0.0,0.5,4.5,177.0,Arsenal,1.0,0.5,76.0,0.0
1759,23.0,0.0,0.4,0.9,0.1,2.2,76.9,0.7,0.4,0.3,0.3,0.0,0.8,0.4,PremierLeague,0.4,Andre Wisdom,0.0,0.2,0.0,D(R),76.9,0.0,0.2,1.9,186.0,Norwich,1.3,0.5,78.0,1.0
1760,26.0,0.0,0.2,0.5,0.2,2.8,74.8,0.7,0.9,0.6,0.9,0.0,2.1,0.2,PremierLeague,0.8,Ivo Pinto,0.3,0.1,0.0,D(R),74.8,0.0,0.0,1.7,184.0,Norwich,1.8,1.1,73.0,0.0
1828,26.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,PremierLeague,0.0,Cristian Gamboa,1.0,0.0,0.0,D(R),75.0,0.0,1.0,2.0,175.0,West Bromwich Albion,0.0,1.0,67.0,1.0
1838,29.0,0.0,0.2,2.0,0.6,4.2,71.6,0.3,0.7,0.4,1.0,0.0,3.1,0.2,PremierLeague,0.2,Danny Simpson,0.0,0.3,0.0,D(R),71.6,1.0,0.2,1.7,178.0,Leicester,1.8,0.4,74.0,3.0
1859,25.0,0.0,0.5,0.7,0.2,1.6,84.3,0.5,0.9,1.6,1.1,2.0,1.4,0.5,PremierLeague,0.4,Adam Smith,0.1,0.1,0.0,D(R),84.3,0.0,0.5,2.3,178.0,Bournemouth,1.2,1.1,74.0,5.0
1887,25.0,1.0,1.0,1.8,0.3,2.0,74.0,0.7,0.3,1.7,0.5,1.0,1.8,1.0,PremierLeague,1.2,Kieran Trippier,0.0,0.0,0.0,D(R),74.0,0.0,0.3,2.3,178.0,Tottenham,1.8,1.2,71.0,1.0
1889,26.0,3.0,1.0,1.6,0.2,3.2,78.4,0.7,0.8,0.9,0.9,1.0,2.8,1.0,PremierLeague,0.5,Kyle Walker,0.1,0.3,1.0,D(R),78.4,0.0,0.6,2.6,178.0,Tottenham,2.3,1.0,70.0,7.0
1917,28.0,1.0,0.2,0.4,0.2,2.2,67.9,0.6,0.8,0.7,1.2,0.0,1.9,0.2,PremierLeague,0.4,Nyom,0.0,0.4,0.0,D(R),67.9,0.0,0.2,2.6,189.0,Watford,1.8,0.6,81.0,8.0
1972,22.0,1.0,0.5,1.0,0.6,3.9,67.6,0.3,0.6,0.5,0.9,0.0,1.1,0.5,PremierLeague,0.3,DeAndre Yedlin,0.0,0.3,0.0,D(R),67.6,0.0,0.2,1.7,173.0,Sunderland,0.9,1.0,73.0,2.0
1979,24.0,0.0,0.0,0.0,0.0,1.0,84.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PremierLeague,1.0,Adam Matthews,0.0,0.0,0.0,D(R),84.6,0.0,0.0,2.0,178.0,Sunderland,0.0,1.0,71.0,0.0
2003,31.0,1.0,0.2,1.4,0.2,2.7,85.0,0.7,1.3,0.7,1.2,0.0,1.9,0.2,PremierLeague,0.0,Pablo Zabaleta,0.2,0.1,0.0,D(R),85.0,0.0,0.2,3.3,174.0,Manchester City,1.0,0.4,74.0,3.0
2039,24.0,0.0,0.3,0.7,0.3,2.7,74.8,0.3,0.5,0.2,0.7,2.0,1.0,0.3,PremierLeague,0.4,Carl Jenkinson,0.0,0.1,1.0,D(R),74.8,1.0,0.4,1.2,185.0,West Ham,1.5,0.6,77.0,3.0
2056,23.0,0.0,0.3,0.3,0.0,1.5,78.8,0.8,2.3,1.8,1.3,0.0,3.0,0.3,PremierLeague,0.3,Guillermo Varela,0.0,0.0,0.0,D(R),78.8,0.0,0.3,3.3,180.0,Manchester United,2.8,1.0,70.0,1.0
2087,26.0,4.0,0.8,0.8,0.3,2.6,73.8,0.6,0.9,0.3,0.9,2.0,1.8,0.8,PremierLeague,0.9,Daryl Janmaat,0.2,0.2,0.0,D(R),73.8,1.0,0.6,2.5,185.0,Newcastle United,2.5,1.1,80.0,5.0
2128,31.0,1.0,0.8,1.2,0.4,1.9,75.4,0.3,0.5,1.3,1.0,0.0,1.9,0.8,PremierLeague,0.9,Alan Hutton,0.1,0.1,2.0,D(R),75.4,1.0,0.3,2.0,185.0,Aston Villa,1.6,0.8,72.0,6.0
2146,33.0,0.0,0.5,1.6,0.3,3.1,79.9,0.7,0.8,0.7,0.8,0.0,2.6,0.5,PremierLeague,0.5,Angel Rangel,0.1,0.3,0.0,D(R),79.9,0.0,0.6,1.8,188.0,Swansea,2.8,0.7,84.0,6.0
2171,25.0,2.0,0.3,1.1,0.2,2.6,72.9,0.4,0.8,0.4,0.8,2.0,2.6,0.3,LaLiga,0.2,Mario,0.0,0.4,0.0,D(R),72.9,0.0,1.0,2.5,178.0,Villarreal,1.8,0.5,71.0,8.0
2212,29.0,0.0,0.3,1.0,0.1,1.7,79.9,0.2,0.5,0.9,1.6,0.0,2.3,0.3,LaLiga,0.4,Antonio Barragán,0.0,0.1,0.0,D(R),79.9,1.0,0.0,1.8,186.0,Valencia,1.2,0.3,83.0,5.0
2225,23.0,0.0,0.8,1.8,0.3,2.1,78.4,1.1,0.9,0.8,1.6,0.0,2.6,0.8,LaLiga,0.8,Cristiano Piccini,0.0,0.3,0.0,D(R),78.4,0.0,0.9,2.7,183.0,Real Betis,1.3,1.2,77.0,4.0
2239,30.0,1.0,0.3,1.0,0.1,2.0,76.5,0.7,0.7,0.3,1.3,0.0,1.7,0.3,LaLiga,0.2,Francisco Molinero,0.0,0.4,0.0,D(R),76.5,0.0,0.2,1.2,175.0,Real Betis,0.9,0.4,72.0,5.0
2262,28.0,3.0,1.0,0.5,0.2,1.8,75.0,0.5,1.3,1.1,1.3,0.0,1.9,1.0,LaLiga,0.7,Damián Suárez,0.0,0.3,0.0,D(R),75.0,1.0,0.3,2.1,173.0,Getafe,2.0,0.4,68.0,7.0
2307,34.0,1.0,0.5,2.0,0.6,2.7,80.3,0.2,0.8,0.8,0.7,2.0,3.5,0.5,LaLiga,0.2,David García,0.1,0.4,0.0,D(R),80.3,0.0,0.5,1.6,182.0,Las Palmas,2.7,0.1,79.0,2.0
2316,26.0,2.0,0.7,1.4,0.3,1.7,78.5,1.2,0.6,0.8,1.6,1.0,2.1,0.7,LaLiga,0.4,David Simón,0.1,0.3,1.0,D(R),78.5,0.0,0.4,2.2,178.0,Las Palmas,1.4,1.5,74.0,7.0
2328,35.0,0.0,0.0,0.0,0.3,0.7,88.6,0.0,0.0,0.3,0.3,0.0,0.3,0.0,LaLiga,0.0,Ángel,0.0,0.0,0.0,D(R),88.6,0.0,0.0,0.0,180.0,Las Palmas,1.3,0.0,71.0,0.0
2345,23.0,0.0,0.0,1.0,0.1,1.9,83.0,0.4,0.6,0.6,1.3,0.0,2.0,0.0,LaLiga,0.0,Rober Correa,0.1,0.6,0.0,D(R),83.0,1.0,0.0,1.7,182.0,Espanyol,0.9,0.4,76.0,2.0
2358,29.0,1.0,0.4,1.5,0.2,2.9,75.9,0.4,0.8,0.7,1.0,0.0,2.6,0.4,LaLiga,0.3,Miguel Lopes,0.0,0.2,1.0,D(R),75.9,1.0,0.4,3.3,182.0,Granada,1.2,0.7,83.0,8.0
2393,29.0,4.0,0.7,0.8,0.1,2.2,75.8,0.3,1.0,0.8,1.0,0.0,2.4,0.7,LaLiga,0.4,Alberto Lora,0.1,0.2,0.0,D(R),75.8,0.0,0.2,2.2,168.0,Sporting Gijon,1.5,0.6,67.0,7.0
2453,33.0,4.0,0.7,0.6,0.2,0.8,87.2,1.2,0.8,0.7,1.3,0.0,1.6,0.7,LaLiga,0.8,Dani Alves,0.1,0.2,0.0,D(R),87.2,0.0,0.6,1.9,172.0,Barcelona,3.1,0.9,70.0,6.0
2507,31.0,1.0,0.8,0.5,0.2,1.5,77.1,0.8,0.5,0.5,1.2,1.0,1.9,0.8,LaLiga,0.9,Juanfran,0.2,0.1,0.0,D(R),77.1,0.0,0.2,2.1,180.0,Atletico Madrid,1.1,0.7,72.0,6.0
2559,24.0,5.0,0.8,1.3,0.1,1.7,86.0,0.3,0.7,0.8,1.5,2.0,2.3,0.8,LaLiga,0.5,Danilo,0.1,0.2,0.0,D(R),86.0,0.0,0.8,2.9,184.0,Real Madrid,2.0,0.4,78.0,6.0
2561,24.0,4.0,1.4,1.0,0.3,1.1,88.0,0.5,0.9,1.2,1.2,0.0,1.8,1.4,LaLiga,1.2,Daniel Carvajal,0.1,0.3,0.0,D(R),88.0,0.0,0.4,1.5,173.0,Real Madrid,1.6,0.8,73.0,6.0
2586,31.0,0.0,0.3,0.6,0.3,2.3,73.6,0.4,0.5,0.5,1.0,0.0,2.4,0.3,LaLiga,0.3,Laure,0.0,0.3,0.0,D(R),73.6,0.0,0.0,1.7,171.0,Deportivo La Coruna,1.3,0.3,64.0,6.0
2607,30.0,2.0,0.6,1.3,0.2,2.1,78.8,0.3,0.2,0.6,0.5,0.0,2.5,0.6,LaLiga,0.3,Carlos Martínez,0.0,0.5,0.0,D(R),78.8,0.0,0.3,1.9,189.0,Real Sociedad,1.2,0.6,79.0,2.0
2611,23.0,0.0,0.3,1.4,0.2,3.5,69.5,0.2,0.9,1.7,1.6,0.0,1.8,0.3,LaLiga,0.6,Zaldúa,0.0,0.4,0.0,D(R),69.5,0.0,0.2,2.4,176.0,Real Sociedad,2.1,0.5,71.0,5.0
2631,26.0,1.0,0.3,1.1,0.2,1.9,69.4,0.4,0.7,0.5,1.4,0.0,2.7,0.3,LaLiga,0.3,Quini,0.0,0.4,0.0,D(R),69.4,0.0,0.7,3.8,179.0,Rayo Vallecano,1.2,1.1,70.0,7.0
2665,22.0,0.0,0.3,0.5,0.2,1.6,69.0,0.5,0.8,0.5,1.2,0.0,2.4,0.3,LaLiga,0.3,Iván López,0.0,0.5,0.0,D(R),69.0,0.0,0.5,2.5,175.0,Levante,1.8,0.8,69.0,3.0
2688,27.0,5.0,0.6,1.1,0.1,1.9,74.6,0.9,1.1,1.0,1.0,0.0,1.9,0.6,LaLiga,0.5,Roberto Rosales,0.0,0.4,0.0,D(R),74.6,0.0,0.5,3.1,174.0,Malaga,2.5,1.1,70.0,5.0
2717,19.0,3.0,0.9,1.6,0.3,2.5,78.7,0.5,1.2,0.7,1.8,2.0,2.1,0.9,Eredivisie,0.3,Kevin Diks,0.0,0.2,0.0,D(R),78.7,0.0,1.0,2.9,182.0,Vitesse,3.3,0.6,70.0,5.0
2743,27.0,2.0,0.5,1.5,0.4,3.9,73.8,0.6,0.5,0.8,1.1,0.0,2.5,0.5,Eredivisie,0.5,Wout Droste,0.0,0.2,0.0,D(R),73.8,0.0,0.1,3.0,180.0,Heracles,4.3,0.5,73.0,5.0
2754,28.0,1.0,0.3,0.4,0.0,1.0,76.6,0.9,0.1,0.1,0.9,0.0,1.3,0.3,Eredivisie,0.7,Tim Breukers,0.1,0.0,0.0,D(R),76.6,0.0,0.0,0.7,178.0,Heracles,1.1,0.4,76.0,0.0
2796,20.0,1.0,0.5,0.8,0.3,1.4,85.4,0.8,0.6,0.8,1.3,0.0,3.0,0.5,Eredivisie,0.2,Kenny Tete,0.0,0.1,0.0,D(R),85.4,0.0,0.2,2.9,180.0,Ajax,2.3,0.9,77.0,2.0
2810,25.0,0.0,0.3,0.3,0.1,0.9,83.3,0.1,0.1,0.1,0.5,0.0,0.9,0.3,Eredivisie,0.3,Ricardo van Rhijn,0.1,0.1,0.0,D(R),83.3,0.0,0.5,1.0,179.0,Ajax,1.5,0.2,72.0,0.0
2827,22.0,2.0,0.7,0.4,0.3,2.7,78.4,0.6,0.5,0.5,1.1,1.0,1.7,0.7,Eredivisie,0.8,Todd Kane,0.1,0.2,0.0,D(R),78.4,0.0,0.5,1.5,180.0,NEC Nijmegen,3.3,0.6,70.0,9.0
2872,31.0,1.0,0.5,0.9,0.3,3.3,72.6,0.7,0.9,0.5,1.7,0.0,3.7,0.5,Eredivisie,0.5,Frank van der Struijk,0.1,0.1,1.0,D(R),72.6,1.0,0.2,2.0,181.0,Willem II,3.8,0.6,75.0,7.0
2893,20.0,1.0,1.2,3.4,0.2,5.2,71.0,1.0,1.2,1.2,0.8,0.0,3.4,1.2,Eredivisie,1.6,Bart Nieuwkoop,0.0,0.4,0.0,D(R),71.0,0.0,1.0,1.8,180.0,Feyenoord,4.0,1.0,72.0,0.0
2899,21.0,10.0,1.4,0.5,0.1,1.0,82.1,0.8,0.7,0.4,0.8,0.0,1.7,1.4,Eredivisie,1.1,Rick Karsdorp,0.0,0.3,0.0,D(R),82.1,1.0,0.4,1.9,182.0,Feyenoord,4.7,0.7,80.0,4.0
2936,21.0,1.0,0.6,0.6,0.0,1.3,76.4,0.8,0.8,1.1,1.1,0.0,3.0,0.6,Eredivisie,0.2,Djavan Anderson,0.0,0.2,0.0,D(R),76.4,0.0,0.1,2.4,174.0,Cambuur,2.8,0.9,70.0,2.0
2954,24.0,0.0,0.8,0.3,0.3,1.8,74.0,0.5,1.3,0.6,0.9,0.0,2.5,0.8,Eredivisie,0.8,Martin Milec,0.0,0.0,0.0,D(R),74.0,0.0,0.5,2.9,174.0,Roda,2.4,0.6,71.0,3.0
2960,24.0,0.0,0.4,1.1,0.2,2.6,69.9,0.4,0.9,0.9,1.3,0.0,2.1,0.4,Eredivisie,0.3,Henk Dijkhuizen,0.1,0.1,0.0,D(R),69.9,0.0,0.3,2.9,177.0,Roda,2.3,0.8,75.0,8.0
2980,27.0,0.0,0.9,1.7,0.3,3.8,62.2,0.3,0.8,0.4,1.9,1.0,2.7,0.9,Eredivisie,0.4,Daan Bovenberg,0.0,0.0,0.0,D(R),62.2,0.0,1.1,2.6,183.0,Excelsior,4.0,0.9,74.0,2.0
3013,27.0,2.0,0.6,1.0,0.5,3.2,67.4,0.8,1.1,1.0,1.5,1.0,1.6,0.6,Eredivisie,0.5,Nathaniel Will,0.1,0.4,1.0,D(R),67.4,0.0,0.5,2.5,177.0,De Graafschap,1.8,0.8,70.0,6.0
3045,20.0,0.0,0.4,0.9,0.1,3.2,75.6,0.4,0.5,0.3,0.7,0.0,2.0,0.4,Eredivisie,0.4,Tyronne Ebuehi,0.0,0.0,0.0,D(R),75.6,0.0,0.1,1.9,187.0,ADO Den Haag,2.4,0.9,72.0,1.0
3058,19.0,2.0,0.7,1.1,0.2,3.0,73.7,0.4,0.8,1.2,0.6,1.0,2.4,0.7,Eredivisie,0.3,Hidde ter Avest,0.0,0.4,0.0,D(R),73.7,0.0,0.4,2.3,182.0,Twente,1.9,0.8,74.0,0.0
3115,24.0,2.0,1.7,1.5,0.4,3.1,86.4,0.5,1.0,1.6,1.3,3.0,2.4,1.7,Eredivisie,0.9,Santiago Arias,0.1,0.2,0.0,D(R),86.4,1.0,0.8,1.9,175.0,PSV Eindhoven,3.4,0.6,72.0,8.0
3141,24.0,3.0,0.5,0.9,0.3,3.2,77.1,0.7,1.5,0.8,1.3,1.0,2.5,0.5,Eredivisie,0.2,Mattias Johansson,0.0,0.2,0.0,D(R),77.1,0.0,0.3,3.1,171.0,AZ Alkmaar,2.9,1.0,64.0,7.0
3171,22.0,1.0,0.7,1.5,0.3,3.7,78.1,0.9,0.7,0.6,1.2,1.0,1.6,0.7,Eredivisie,0.5,Hans Hateboer,0.0,0.1,0.0,D(R),78.1,0.0,0.7,2.0,185.0,FC Groningen,2.3,0.6,72.0,8.0
15,19.0,1.0,0.7,0.7,0.0,1.0,72.3,1.3,1.0,1.0,0.3,0.0,1.7,0.7,Bundesliga,0.3,Maximilian Mittelstädt,0.0,0.3,0.0,Defender,72.3,0.0,0.3,1.0,178.0,Hertha Berlin,1.7,0.0,69.0,0.0
80,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Bundesliga,0.0,Thilo Kehrer,0.0,0.0,0.0,Defender,0.0,0.0,0.0,1.0,186.0,Schalke 04,0.0,0.0,72.0,0.0
81,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bundesliga,0.0,Marvin Friedrich,0.0,0.0,0.0,Defender,0.0,0.0,0.0,0.0,193.0,Schalke 04,0.0,0.0,78.0,0.0
110,24.0,0.0,0.0,2.0,0.0,1.0,41.9,1.0,0.0,6.0,2.0,0.0,5.0,0.0,Bundesliga,1.0,Danilo Soares,0.0,0.0,0.0,Defender,41.9,0.0,1.0,3.0,170.0,Ingolstadt,0.0,1.0,72.0,0.0
124,27.0,0.0,0.3,1.8,0.0,1.3,56.7,0.0,0.8,0.5,0.8,0.0,3.0,0.3,Bundesliga,0.3,Konstantin Engel,0.0,0.0,0.0,Defender,56.7,0.0,0.5,0.5,179.0,Ingolstadt,0.5,0.0,79.0,2.0
181,20.0,0.0,0.0,0.0,0.5,5.0,60.0,0.0,0.5,0.0,0.0,0.0,2.0,0.0,Bundesliga,0.0,David Kinsombi,0.0,1.0,0.0,Defender,60.0,0.0,0.0,1.5,183.0,Eintracht Frankfurt,1.0,0.0,74.0,0.0
208,19.0,0.0,0.0,4.0,0.0,1.0,64.7,0.0,1.0,4.0,2.0,0.0,3.0,0.0,Bundesliga,0.0,Leon Guwara,0.0,1.0,0.0,Defender,64.7,0.0,0.0,3.0,185.0,Werder Bremen,2.0,3.0,83.0,0.0
221,20.0,0.0,0.0,1.5,0.0,0.5,50.0,0.0,2.0,0.5,0.0,0.0,2.5,0.0,Bundesliga,0.0,Luca-Milan Zander,0.0,0.0,0.0,Defender,50.0,0.0,0.0,1.5,183.0,Werder Bremen,1.0,0.5,73.0,0.0
224,23.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bundesliga,0.0,Oliver Hüsing,0.0,0.0,0.0,Defender,50.0,0.0,0.0,0.0,193.0,Werder Bremen,1.0,0.0,88.0,0.0
242,27.0,2.0,0.3,0.2,0.0,0.2,43.5,0.2,0.2,0.0,0.3,0.0,0.7,0.3,Bundesliga,0.2,Sandro Sirigu,0.0,0.0,0.0,Defender,43.5,0.0,0.0,1.0,183.0,Darmstadt,0.0,0.7,79.0,0.0
246,32.0,0.0,0.0,0.3,0.0,0.5,66.7,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Bundesliga,0.0,Benjamin Gorka,0.0,0.0,0.0,Defender,66.7,0.0,0.0,0.0,196.0,Darmstadt,0.3,0.0,95.0,0.0
296,25.0,1.0,0.2,0.6,0.0,0.8,70.4,0.4,0.6,1.4,0.2,0.0,1.2,0.2,Bundesliga,0.0,Philip Heise,0.2,0.0,0.0,Defender,70.4,0.0,0.6,0.6,184.0,VfB Stuttgart,2.0,0.8,78.0,0.0
354,20.0,0.0,0.0,1.0,0.0,1.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Bundesliga,0.0,Lukas Klünter,0.0,0.0,0.0,Defender,33.3,0.0,1.0,1.0,184.0,FC Cologne,0.0,3.0,73.0,0.0
411,20.0,0.0,0.5,1.5,0.5,2.5,62.9,0.5,2.5,1.5,1.0,0.0,2.0,0.5,Bundesliga,0.5,Fynn Arkenberg,0.0,1.0,0.0,Defender,62.9,0.0,0.5,4.5,188.0,Hannover 96,0.0,1.0,0.0,0.0
421,19.0,0.0,0.3,1.6,0.5,3.0,73.2,0.6,0.9,0.5,1.4,1.0,2.5,0.3,Bundesliga,0.0,Waldemar Anton,0.0,0.9,0.0,Defender,73.2,0.0,0.8,0.8,189.0,Hannover 96,1.5,1.3,75.0,2.0
540,25.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue1,0.0,Kevin Rimane,0.0,0.0,0.0,Defender,100.0,0.0,0.0,0.0,181.0,Paris Saint Germain,1.0,0.0,0.0,0.0
546,18.0,0.0,0.2,0.8,0.0,1.2,73.1,0.4,0.4,0.8,0.8,0.0,3.4,0.2,Ligue1,0.2,Ronael Pierre Gabriel,0.0,0.0,0.0,Defender,73.1,0.0,0.0,3.0,0.0,Saint-Etienne,1.4,0.4,0.0,0.0
659,19.0,0.0,0.1,0.1,0.0,1.3,83.0,0.4,0.9,0.4,0.7,0.0,0.6,0.1,Ligue1,0.0,Joris Gnagnon,0.1,0.0,0.0,Defender,83.0,0.0,0.4,0.9,182.0,Rennes,0.9,0.0,89.0,1.0
673,23.0,0.0,0.0,1.3,1.0,3.3,80.3,0.3,0.7,2.0,0.3,0.0,3.0,0.0,Ligue1,0.0,Franck Hery,0.0,1.0,0.0,Defender,80.3,0.0,0.0,1.7,185.0,Guingamp,7.7,0.0,77.0,1.0
709,30.0,0.0,0.5,0.5,0.5,0.5,84.1,0.5,0.0,1.0,0.5,0.0,0.5,0.5,Ligue1,0.0,Guy N'Gosso Massouma,0.0,0.0,0.0,Defender,84.1,0.0,0.0,1.0,185.0,Angers,1.0,0.5,75.0,0.0
802,21.0,1.0,0.3,0.0,0.1,0.3,81.3,0.3,0.3,0.0,0.1,0.0,1.1,0.3,Ligue1,0.0,Mamadou N'Diaye,0.0,0.1,0.0,Defender,81.3,0.0,0.3,0.3,174.0,Montpellier,0.5,0.1,62.0,0.0
858,22.0,0.0,0.0,3.0,1.0,4.0,92.1,0.0,0.0,1.0,1.0,0.0,3.0,0.0,Ligue1,0.0,Anthony Walongwa,0.0,0.0,0.0,Defender,92.1,0.0,0.0,0.0,188.0,Nantes,2.0,0.0,80.0,0.0
860,19.0,0.0,0.0,0.0,0.0,1.0,77.8,0.0,0.5,0.5,0.0,0.0,0.5,0.0,Ligue1,0.5,Enock Kwateng,0.0,0.5,0.0,Defender,77.8,0.0,0.0,1.0,183.0,Nantes,0.0,0.0,79.0,0.0
945,20.0,0.0,0.3,0.7,0.7,4.0,87.0,0.0,1.0,0.0,0.3,0.0,3.3,0.3,Ligue1,0.0,Hamadou Karamoko,0.0,1.0,0.0,Defender,87.0,0.0,0.0,1.3,193.0,Lorient,1.3,0.7,80.0,0.0
1047,20.0,0.0,0.0,0.0,0.0,1.0,71.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ligue1,0.0,Ilias Hassani,0.0,0.0,0.0,Defender,71.4,0.0,0.0,1.0,186.0,Bordeaux,0.0,2.0,72.0,0.0
1146,18.0,0.0,0.4,0.1,0.2,2.2,71.6,1.0,0.9,1.1,0.4,0.0,1.4,0.4,SerieA,0.7,Giuseppe Pezzella,0.0,0.2,0.0,Defender,71.6,0.0,0.2,1.7,185.0,Palermo,0.9,1.0,81.0,0.0
1177,19.0,0.0,1.0,0.5,0.2,1.3,72.1,1.5,0.5,0.8,1.3,0.0,1.5,1.0,SerieA,0.8,Davide Calabria,0.0,0.0,0.0,Defender,72.1,0.0,0.2,3.3,176.0,AC Milan,1.5,1.0,70.0,4.0
1193,22.0,0.0,0.0,0.0,0.3,1.3,73.8,0.0,0.3,0.0,2.7,0.0,2.0,0.0,SerieA,0.0,Rodrigo Ely,0.3,1.0,1.0,Defender,73.8,1.0,0.7,0.3,192.0,AC Milan,2.3,0.3,82.0,1.0
1228,21.0,0.0,0.0,0.3,0.0,1.3,93.5,0.3,1.0,0.3,0.7,0.0,0.7,0.0,SerieA,0.0,Milan Skriniar,0.0,0.7,0.0,Defender,93.5,1.0,0.0,1.7,187.0,Sampdoria,1.7,0.3,84.0,1.0
1278,21.0,0.0,0.5,0.0,0.5,2.3,,0.0,0.3,0.5,0.3,0.0,0.8,0.5,SerieA,,Emil Krafth,0.0,0.3,0.0,Defender,81.0,0.0,0.0,1.0,181.0,Bologna,,0.3,79.0,0.0
1312,18.0,0.0,0.0,0.5,0.0,1.0,87.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,SerieA,0.0,Claud Adjapong,0.0,0.5,0.0,Defender,87.5,0.0,0.0,1.0,0.0,Sassuolo,0.0,0.0,0.0,0.0
