,age,asists,avgp,aw,blocks,clear,crosses,disp,drb,fouled,fouls,goals,inter,keyp,league,longb,name,off,offsides,owng,position,ps_x,red,spg,tackles,tall,team_name,thrb,unstch,weight,yel
581,27.0,3.0,1.0,1.3,0.1,0.1,78.1,2.0,0.7,1.7,1.7,8.0,0.7,1.0,Ligue1,0.5,Floyd Ayité,0.5,0.0,0.0,"M(CLR),FW",78.1,1.0,2.3,1.1,174.0,SC Bastia,0.8,1.9,68.0,2.0
796,28.0,1.0,0.6,0.4,0.1,0.1,75.8,1.2,0.3,0.7,0.4,3.0,0.4,0.6,Ligue1,0.3,Kévin Berigaud,0.2,0.0,0.0,"M(CLR),FW",75.8,0.0,1.1,0.7,176.0,Montpellier,0.1,1.5,72.0,0.0
1015,25.0,0.0,0.8,2.1,0.2,0.8,80.9,1.3,1.7,1.8,0.9,2.0,1.7,0.8,Ligue1,0.4,Henri Saivet,0.0,0.0,0.0,"M(CLR),FW",80.9,1.0,1.5,3.8,175.0,Bordeaux,3.1,0.8,73.0,3.0
1096,36.0,1.0,0.4,0.4,0.1,0.2,78.9,0.6,0.2,1.0,0.5,1.0,0.3,0.4,SerieA,0.1,Stefano Mauri,0.3,0.0,0.0,"M(CLR),FW",78.9,0.0,0.5,0.3,184.0,Lazio,0.8,1.3,79.0,0.0
1152,22.0,2.0,0.9,0.6,0.0,0.2,75.2,1.5,0.3,0.7,1.3,1.0,0.2,0.9,SerieA,0.6,Robin Quaison,0.1,0.0,0.0,"M(CLR),FW",75.2,0.0,0.6,1.0,180.0,Palermo,0.5,1.1,73.0,5.0
1186,29.0,0.0,0.6,0.1,0.0,0.0,81.0,1.0,0.2,0.5,0.6,2.0,0.0,0.6,SerieA,0.0,Jérémy Menez,0.8,0.0,0.0,"M(CLR),FW",81.0,0.0,0.6,0.8,181.0,AC Milan,0.7,0.7,77.0,1.0
1318,28.0,5.0,1.6,0.4,0.0,0.3,86.4,1.2,0.8,3.1,1.2,4.0,0.8,1.6,SerieA,1.1,Juan Cuadrado,0.1,0.0,0.0,"M(CLR),FW",86.4,0.0,1.3,1.3,178.0,Juventus,1.3,1.0,71.0,2.0
1342,27.0,7.0,2.1,0.5,0.1,0.5,84.8,1.7,1.1,1.9,0.9,3.0,0.5,2.1,SerieA,1.5,Diego Perotti,0.0,0.0,0.0,"M(CLR),FW",84.8,0.0,1.7,1.4,179.0,Roma,1.3,1.9,70.0,2.0
1583,27.0,2.0,2.2,0.4,0.1,0.3,82.1,1.2,0.9,2.0,0.7,1.0,0.6,2.2,SerieA,1.3,Diego Perotti,0.1,0.0,0.0,"M(CLR),FW",82.1,2.0,0.9,1.6,179.0,Genoa,0.7,1.1,70.0,1.0
1692,24.0,7.0,1.6,0.3,0.1,0.4,76.6,2.1,0.9,0.6,0.9,10.0,0.5,1.6,PremierLeague,0.1,Roberto Firmino,0.5,0.0,0.0,"M(CLR),FW",76.6,0.0,2.0,2.2,181.0,Liverpool,0.7,1.8,76.0,1.0
1789,32.0,3.0,0.9,3.0,0.2,1.0,65.7,1.0,0.3,1.0,0.5,5.0,0.2,0.9,PremierLeague,0.1,Jonathan Walters,0.9,0.0,0.0,"M(CLR),FW",65.7,0.0,1.2,0.3,183.0,Stoke,0.6,1.7,79.0,1.0
2098,25.0,0.0,0.3,0.3,0.0,0.5,75.3,0.5,1.3,0.3,0.3,0.0,1.5,0.3,PremierLeague,0.0,Henri Saivet,0.0,0.0,0.0,"M(CLR),FW",75.3,0.0,0.0,3.3,175.0,Newcastle United,1.0,0.5,73.0,0.0
2106,30.0,0.0,0.1,0.5,0.3,0.4,79.1,0.9,0.3,0.1,0.4,0.0,0.8,0.1,PremierLeague,0.1,Yoan Gouffran,0.0,0.1,0.0,"M(CLR),FW",79.1,0.0,0.4,0.8,176.0,Newcastle United,0.9,0.4,76.0,0.0
2143,26.0,2.0,0.7,1.3,0.1,0.4,81.7,2.1,1.2,2.3,1.0,12.0,0.7,0.7,PremierLeague,0.1,André Ayew,0.3,0.0,0.0,"M(CLR),FW",81.7,0.0,2.0,1.6,176.0,Swansea,0.7,1.5,72.0,5.0
2160,31.0,1.0,1.0,0.2,0.0,0.3,74.5,1.9,0.3,0.8,1.1,2.0,0.4,1.0,PremierLeague,0.4,Wayne Routledge,0.3,0.0,0.0,"M(CLR),FW",74.5,0.0,0.6,0.8,170.0,Swansea,0.8,2.0,64.0,3.0
2209,25.0,3.0,1.0,1.0,0.0,0.4,75.9,1.0,0.4,1.0,0.6,2.0,0.6,1.0,LaLiga,0.5,Rodrigo,0.4,0.0,0.0,"M(CLR),FW",75.9,1.0,1.5,0.7,181.0,Valencia,0.3,1.3,77.0,1.0
2265,31.0,2.0,0.6,1.6,0.1,0.7,66.3,2.2,0.4,1.6,2.1,3.0,0.8,0.6,LaLiga,0.2,Ángel Lafita,0.2,0.0,0.0,"M(CLR),FW",66.3,0.0,2.0,0.8,187.0,Getafe,0.6,2.2,73.0,5.0
2279,29.0,6.0,0.8,3.7,0.1,1.1,63.7,1.3,1.1,2.5,2.3,7.0,1.1,0.8,LaLiga,0.1,Raúl García,0.4,0.0,0.0,"M(CLR),FW",63.7,0.0,2.6,2.3,184.0,Athletic Bilbao,1.0,1.8,81.0,10.0
2523,29.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,LaLiga,0.0,Raúl García,0.0,0.0,0.0,"M(CLR),FW",80.0,0.0,1.0,1.0,184.0,Atletico Madrid,0.0,0.0,81.0,0.0
2551,26.0,10.0,2.2,0.9,0.1,0.3,79.9,0.8,0.4,1.2,0.6,19.0,0.9,2.2,LaLiga,0.8,Gareth Bale,0.7,0.0,0.0,"M(CLR),FW",79.9,0.0,3.5,0.5,183.0,Real Madrid,1.3,1.3,74.0,2.0
2610,27.0,4.0,1.4,0.5,0.0,0.1,79.3,1.8,0.6,2.3,1.0,5.0,0.3,1.4,LaLiga,0.8,Carlos Vela,0.7,0.0,0.0,"M(CLR),FW",79.3,0.0,1.7,0.8,177.0,Real Sociedad,1.6,1.7,75.0,5.0
2891,35.0,3.0,1.3,2.8,0.0,1.1,71.6,1.2,0.7,1.3,0.9,19.0,0.8,1.3,Eredivisie,0.6,Dirk Kuyt,0.4,0.1,0.0,"M(CLR),FW",71.6,0.0,2.6,1.0,184.0,Feyenoord,1.8,1.4,77.0,5.0
63,26.0,1.0,1.3,0.7,0.0,0.1,80.9,1.1,1.1,0.9,1.0,2.0,1.1,1.3,Bundesliga,0.1,Younès Belhanda,0.1,0.0,0.0,M(CL),80.9,0.0,0.9,1.4,177.0,Schalke 04,1.1,1.3,78.0,2.0
107,32.0,0.0,0.5,0.3,0.0,0.0,79.0,0.2,0.0,0.8,0.7,0.0,0.0,0.5,Bundesliga,0.2,Piotr Trochowski,0.0,0.0,0.0,M(CL),79.0,0.0,1.0,0.5,169.0,Augsburg,0.3,0.5,72.0,0.0
176,27.0,1.0,0.4,0.8,0.0,0.6,69.0,1.8,0.6,1.7,1.6,1.0,0.6,0.4,Bundesliga,0.3,Änis Ben-Hatira,0.4,0.0,0.0,M(CL),69.0,0.0,1.3,1.0,183.0,Eintracht Frankfurt,0.7,2.2,82.0,2.0
342,22.0,4.0,0.8,1.4,0.1,0.5,80.0,0.7,0.9,1.5,1.0,2.0,1.2,0.8,Bundesliga,0.1,Yannick Gerhardt,0.1,0.0,0.0,M(CL),80.0,0.0,0.9,2.0,184.0,FC Cologne,1.2,1.6,81.0,3.0
650,29.0,0.0,0.8,0.4,0.1,0.0,87.5,1.9,0.7,0.8,0.5,2.0,0.3,0.8,Ligue1,0.3,Yoann Gourcuff,0.2,0.0,0.0,M(CL),87.5,0.0,0.8,1.0,185.0,Rennes,0.8,0.6,79.0,0.0
768,25.0,3.0,1.0,0.9,0.0,0.8,77.0,1.1,1.1,1.3,1.3,2.0,0.9,1.0,Ligue1,0.3,Clément Grenier,0.0,0.0,0.0,M(CL),77.0,1.0,0.8,1.3,186.0,Lyon,2.1,1.8,72.0,2.0
785,26.0,3.0,0.8,1.4,0.2,1.0,88.2,1.6,0.9,1.2,0.9,4.0,1.9,0.8,Ligue1,0.2,Jonas Martin,0.2,0.0,0.0,M(CL),88.2,0.0,0.9,1.8,184.0,Montpellier,3.0,0.9,76.0,5.0
882,26.0,0.0,0.5,0.5,0.1,0.9,79.3,0.9,0.9,0.7,1.1,1.0,1.7,0.5,Ligue1,0.5,Niklas Hult,0.1,0.0,0.0,M(CL),79.3,1.0,0.3,2.1,173.0,Nice,0.7,0.9,66.0,2.0
1050,31.0,6.0,2.1,0.2,0.1,0.5,89.2,1.9,1.0,2.7,0.8,4.0,0.8,2.1,SerieA,0.7,Borja Valero,0.1,0.0,0.0,M(CL),89.2,0.0,1.0,1.4,175.0,Fiorentina,2.5,1.4,73.0,5.0
1169,29.0,3.0,1.0,2.2,0.1,1.1,76.2,1.8,1.2,1.6,2.2,1.0,2.2,1.0,SerieA,0.1,Juraj Kucka,0.0,0.1,0.0,M(CL),76.2,0.0,1.6,2.8,186.0,AC Milan,1.6,1.6,84.0,11.0
1185,26.0,1.0,0.4,0.1,0.0,0.1,89.5,0.7,0.7,0.7,0.5,0.0,1.3,0.4,SerieA,0.1,Andrea Poli,0.0,0.0,0.0,M(CL),89.5,0.0,0.3,0.8,181.0,AC Milan,0.5,0.6,70.0,1.0
1493,29.0,0.0,0.5,0.5,0.3,0.6,78.4,0.5,1.3,0.7,0.8,0.0,1.3,0.5,SerieA,0.2,Marquinho,0.1,0.0,0.0,M(CL),78.4,0.0,0.7,0.8,182.0,Udinese,0.4,0.5,79.0,3.0
1500,29.0,0.0,0.7,0.4,0.3,1.0,79.4,1.5,1.5,3.5,2.5,1.0,2.0,0.7,SerieA,0.7,Perparim Hetemaj,0.1,0.0,0.0,M(CL),79.4,0.0,0.9,2.7,176.0,Chievo,1.4,1.5,68.0,7.0
1590,23.0,4.0,0.9,1.1,0.1,1.2,75.1,1.1,1.3,1.3,1.2,3.0,1.5,0.9,SerieA,0.5,Diego Laxalt,0.0,0.2,0.0,M(CL),75.1,0.0,0.9,2.2,176.0,Genoa,1.0,1.7,67.0,3.0
1600,29.0,0.0,0.0,2.0,1.0,1.0,80.4,2.0,0.0,1.0,3.0,0.0,1.0,0.0,SerieA,0.0,Juraj Kucka,0.0,0.0,0.0,M(CL),80.4,0.0,0.0,2.0,186.0,Genoa,3.0,1.0,84.0,0.0
1633,22.0,8.0,1.5,0.7,0.1,0.5,86.0,2.0,0.7,1.9,0.8,8.0,0.4,1.5,PremierLeague,0.6,Ross Barkley,0.1,0.0,0.0,M(CL),86.0,0.0,2.5,0.9,189.0,Everton,2.7,1.6,76.0,4.0
1733,25.0,0.0,0.2,0.7,0.3,0.8,89.1,0.7,0.8,0.9,0.9,0.0,2.9,0.2,PremierLeague,0.1,Francis Coquelin,0.0,0.0,0.0,M(CL),89.1,1.0,0.3,2.8,178.0,Arsenal,2.2,0.5,74.0,5.0
1773,29.0,0.0,0.5,1.3,0.0,0.8,70.1,1.5,0.3,1.0,1.0,0.0,0.0,0.5,PremierLeague,0.5,Bradley Johnson,0.3,0.0,0.0,M(CL),70.1,0.0,2.5,1.3,178.0,Norwich,0.8,0.3,68.0,0.0
1861,29.0,3.0,1.1,1.2,0.3,1.7,85.3,0.7,0.9,0.5,0.7,0.0,2.9,1.1,PremierLeague,0.1,Andrew Surman,0.0,0.0,0.0,M(CL),85.3,0.0,0.4,1.3,180.0,Bournemouth,5.7,0.8,73.0,4.0
1886,20.0,9.0,1.7,1.1,0.2,1.0,75.9,2.5,1.2,2.0,1.5,10.0,1.8,1.7,PremierLeague,0.1,Dele Alli,0.2,0.0,0.0,M(CL),75.9,0.0,2.2,2.2,188.0,Tottenham,0.8,2.5,76.0,7.0
1916,29.0,0.0,1.5,0.1,0.0,0.3,84.1,1.4,0.9,1.4,0.4,0.0,0.9,1.5,PremierLeague,0.6,Jurado,0.0,0.0,0.0,M(CL),84.1,0.0,1.3,1.4,176.0,Watford,1.2,1.6,72.0,3.0
1951,29.0,0.0,0.2,0.6,0.5,1.4,79.9,0.1,0.8,0.2,0.6,1.0,1.7,0.2,PremierLeague,0.0,Joe Ledley,0.0,0.0,0.0,M(CL),79.9,0.0,0.4,0.8,183.0,Crystal Palace,0.7,0.5,73.0,1.0
2010,26.0,0.0,0.1,0.4,0.1,0.5,85.7,1.0,0.8,0.5,0.4,2.0,1.3,0.1,PremierLeague,0.1,Fabian Delph,0.0,0.0,0.0,M(CL),85.7,0.0,0.8,1.5,174.0,Manchester City,0.6,0.6,60.0,0.0
2083,25.0,5.0,1.2,0.7,0.2,0.4,84.8,1.8,0.5,1.3,0.4,11.0,0.7,1.2,PremierLeague,0.2,Georginio Wijnaldum,0.1,0.0,0.0,M(CL),84.8,0.0,1.4,1.0,175.0,Newcastle United,1.0,1.5,69.0,1.0
2149,26.0,2.0,0.7,2.0,0.2,1.4,84.1,0.9,1.2,1.3,1.3,0.0,1.2,0.7,PremierLeague,0.0,Leroy Fer,0.0,0.1,0.0,M(CL),84.1,0.0,0.5,1.9,188.0,Swansea,2.5,0.7,79.0,2.0
2202,22.0,3.0,0.9,1.3,0.1,0.5,81.0,2.5,1.1,1.5,2.0,3.0,0.5,0.9,LaLiga,0.2,André Gomes,0.1,0.0,0.0,M(CL),81.0,0.0,1.4,1.1,188.0,Valencia,2.6,2.0,84.0,10.0
2236,19.0,2.0,0.7,0.5,0.1,0.5,80.9,1.7,1.8,2.3,1.1,0.0,1.1,0.7,LaLiga,0.2,Dani Ceballos,0.0,0.0,0.0,M(CL),80.9,1.0,0.5,2.1,176.0,Real Betis,2.1,1.2,65.0,9.0
2352,32.0,0.0,0.9,0.2,0.1,0.0,87.1,0.5,0.5,0.6,0.3,1.0,0.2,0.9,LaLiga,0.3,Salva Sevilla,0.1,0.0,0.0,M(CL),87.1,0.0,0.5,0.5,178.0,Espanyol,0.9,0.5,71.0,3.0
2426,33.0,3.0,1.3,0.4,0.2,0.3,84.4,1.0,0.4,0.6,1.0,1.0,0.7,1.3,LaLiga,1.0,Michael Krohn-Dehli,0.2,0.0,0.0,M(CL),84.4,0.0,0.9,1.0,170.0,Sevilla,2.0,0.8,70.0,3.0
2450,32.0,2.0,1.1,0.4,0.1,0.2,88.3,1.1,0.8,1.4,0.7,1.0,1.0,1.1,LaLiga,0.1,Andrés Iniesta,0.0,0.0,0.0,M(CL),88.3,0.0,0.8,2.0,171.0,Barcelona,5.1,1.0,68.0,2.0
2482,28.0,0.0,0.5,1.9,0.2,0.5,73.4,1.0,0.5,0.6,1.2,5.0,1.3,0.5,LaLiga,0.4,Adrián,0.0,0.1,0.0,M(CL),73.4,0.0,1.4,0.9,184.0,Eibar,1.2,0.8,75.0,6.0
2572,22.0,2.0,0.7,0.1,0.1,0.2,90.5,0.6,0.3,0.6,0.6,0.0,0.6,0.7,LaLiga,0.0,Mateo Kovacic,0.0,0.0,0.0,M(CL),90.5,1.0,0.4,1.5,181.0,Real Madrid,0.7,0.7,63.0,4.0
2603,29.0,3.0,0.9,1.9,0.2,0.9,78.5,2.2,0.6,2.2,1.2,1.0,1.9,0.9,LaLiga,0.3,David Zurutuza,0.1,0.0,0.0,M(CL),78.5,0.0,1.1,2.3,184.0,Real Sociedad,1.0,1.6,78.0,1.0
76,28.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,Bundesliga,0.0,Sidney Sam,0.0,0.0,0.0,M(R),60.0,0.0,1.5,0.0,174.0,Schalke 04,0.0,0.0,71.0,0.0
232,30.0,5.0,0.9,0.5,0.0,0.3,55.4,0.9,1.6,1.3,1.3,6.0,1.1,0.9,Bundesliga,0.6,Marcel Heller,0.7,0.0,0.0,M(R),55.4,0.0,1.0,1.8,175.0,Darmstadt,0.6,1.4,70.0,7.0
1142,27.0,4.0,0.9,0.5,0.1,1.7,74.0,1.0,0.5,0.5,0.9,0.0,1.7,0.9,SerieA,0.9,Andrea Rispoli,0.0,0.2,0.0,M(R),74.0,0.0,0.5,1.1,180.0,Palermo,1.0,0.8,78.0,3.0
1286,25.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,1.0,0.0,0.0,0.0,SerieA,,Franco Zuculini,0.0,0.0,0.0,M(R),93.3,0.0,0.0,0.0,176.0,Bologna,,1.0,70.0,0.0
1416,26.0,3.0,1.2,0.8,0.1,1.0,65.4,0.4,1.0,0.8,1.3,2.0,1.6,1.2,SerieA,1.8,Lorenzo Pasciuti,0.0,0.0,0.0,M(R),65.4,1.0,0.3,1.2,172.0,Carpi,2.2,0.7,68.0,4.0
1420,23.0,0.0,0.7,0.6,0.0,3.0,60.1,0.3,1.0,1.3,0.1,1.0,1.4,0.7,SerieA,0.1,Stefano Sabelli,0.0,0.3,0.0,M(R),60.1,0.0,0.6,2.9,179.0,Carpi,1.6,1.0,70.0,1.0
1850,28.0,1.0,0.3,0.1,0.0,0.0,71.9,0.7,0.5,0.8,0.7,1.0,0.1,0.3,PremierLeague,0.2,Nathan Dyer,0.0,0.0,0.0,M(R),71.9,0.0,0.4,0.3,165.0,Leicester,0.2,1.2,60.0,1.0
2006,30.0,7.0,1.6,0.3,0.0,0.3,83.4,1.3,0.6,0.7,0.5,0.0,0.6,1.6,PremierLeague,1.0,Jesús Navas,0.1,0.0,0.0,M(R),83.4,0.0,0.9,0.9,170.0,Manchester City,1.2,1.0,60.0,1.0
2162,28.0,0.0,2.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,PremierLeague,0.0,Nathan Dyer,0.0,0.0,0.0,M(R),100.0,0.0,0.0,0.0,165.0,Swansea,0.0,1.0,60.0,0.0
2211,26.0,1.0,1.2,1.2,0.0,0.3,68.8,0.7,0.4,1.0,0.9,1.0,0.7,1.2,LaLiga,1.0,Sofiane Feghouli,0.3,0.0,0.0,M(R),68.8,0.0,1.0,0.8,177.0,Valencia,0.6,1.3,75.0,4.0
2260,29.0,4.0,1.1,1.2,0.0,0.4,69.3,1.3,0.4,1.0,1.5,2.0,0.7,1.1,LaLiga,1.1,Pedro León,0.0,0.0,0.0,M(R),69.3,0.0,1.5,0.9,183.0,Getafe,0.8,1.4,71.0,5.0
2472,24.0,3.0,1.4,0.3,0.0,0.1,71.3,1.9,1.1,2.1,1.4,3.0,0.9,1.4,LaLiga,1.1,Keko,0.3,0.0,0.0,M(R),71.3,1.0,1.2,2.7,177.0,Eibar,0.7,2.1,72.0,4.0
2673,23.0,1.0,0.5,0.1,0.0,0.2,65.3,0.6,0.1,0.7,0.5,0.0,0.4,0.5,LaLiga,0.5,Mauricio Cuero,0.2,0.0,0.0,M(R),65.3,0.0,0.8,0.8,176.0,Levante,0.1,0.5,77.0,1.0
351,24.0,0.0,0.0,2.0,0.0,2.0,60.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Bundesliga,0.0,Kazuki Nagasawa,0.0,0.0,0.0,M(L),60.0,0.0,1.0,0.0,172.0,FC Cologne,0.0,3.0,68.0,0.0
1158,25.0,0.0,0.0,0.6,0.0,0.2,76.6,0.2,0.2,0.4,0.8,0.0,0.4,0.0,SerieA,0.0,Fabio Daprelà,0.0,0.0,0.0,M(L),76.6,0.0,0.2,0.6,180.0,Palermo,0.8,0.2,65.0,1.0
1436,25.0,0.0,0.0,0.5,0.0,1.0,75.0,0.0,0.0,0.5,0.5,0.0,2.5,0.0,SerieA,0.0,Fabio Daprelà,0.0,0.0,0.0,M(L),75.0,0.0,0.0,1.0,180.0,Carpi,1.0,0.0,65.0,1.0
1494,34.0,0.0,0.2,0.5,0.2,0.0,71.4,0.0,0.2,0.0,0.7,0.0,1.3,0.2,SerieA,0.3,Giovanni Pasquale,0.0,0.3,0.0,M(L),71.4,0.0,0.0,1.2,182.0,Udinese,0.5,0.0,72.0,2.0
1660,34.0,0.0,0.3,0.5,0.0,0.8,77.9,1.0,0.5,0.8,0.3,0.0,1.0,0.3,PremierLeague,0.3,Steven Pienaar,0.0,0.0,0.0,M(L),77.9,0.0,0.5,0.0,173.0,Everton,1.0,1.0,69.0,0.0
1945,28.0,1.0,0.5,0.4,0.2,0.4,82.1,1.9,0.5,0.6,0.7,2.0,0.7,0.5,PremierLeague,0.7,Bakary Sako,0.4,0.1,0.0,M(L),82.1,0.0,1.7,0.9,180.0,Crystal Palace,0.8,1.0,76.0,1.0
2153,26.0,2.0,1.1,0.5,0.0,0.1,75.9,1.2,0.8,1.7,0.5,0.0,0.4,1.1,PremierLeague,0.9,Jefferson Montero,0.2,0.0,0.0,M(L),75.9,0.0,0.9,0.9,170.0,Swansea,0.2,1.5,68.0,0.0
2161,20.0,0.0,1.0,1.0,0.0,0.0,72.7,1.0,2.0,1.0,3.0,0.0,0.0,1.0,PremierLeague,0.0,Matt Grimes,0.0,0.0,0.0,M(L),72.7,0.0,1.0,1.0,178.0,Swansea,5.0,1.0,70.0,0.0
2218,27.0,0.0,0.5,0.3,0.1,0.1,74.4,0.9,0.9,1.9,0.8,0.0,0.4,0.5,LaLiga,0.6,Pablo Piatti,0.2,0.0,0.0,M(L),74.4,0.0,0.5,1.2,163.0,Valencia,0.1,0.8,63.0,3.0
2398,24.0,1.0,0.6,0.8,0.1,1.3,65.7,0.7,0.6,0.2,0.5,2.0,0.9,0.6,LaLiga,0.5,Álex Menéndez,0.2,0.0,0.0,M(L),65.7,0.0,0.8,1.5,181.0,Sporting Gijon,0.5,0.8,67.0,1.0
674,30.0,7.0,1.2,1.5,0.1,0.4,74.0,3.3,0.8,2.1,1.1,7.0,0.3,1.2,Ligue1,0.3,Jimmy Briand,0.6,0.0,0.0,"M(R),FW",74.0,0.0,1.9,0.6,183.0,Guingamp,0.5,2.7,80.0,2.0
793,33.0,6.0,0.6,1.6,0.0,0.5,69.7,1.0,0.4,1.1,0.8,7.0,0.4,0.6,Ligue1,0.2,Souleymane Camara,0.6,0.0,0.0,"M(R),FW",69.7,0.0,1.4,0.7,174.0,Montpellier,0.3,1.4,75.0,1.0
1182,28.0,1.0,1.2,0.3,0.0,0.2,72.5,1.2,0.6,1.5,1.2,0.0,0.2,1.2,SerieA,1.1,Alessio Cerci,0.8,0.0,0.0,"M(R),FW",72.5,0.0,1.3,0.7,178.0,AC Milan,0.5,1.3,73.0,0.0
1596,28.0,1.0,0.5,0.5,0.1,0.0,75.9,1.4,0.5,1.3,0.5,4.0,0.5,0.5,SerieA,0.6,Alessio Cerci,0.4,0.0,0.0,"M(R),FW",75.9,0.0,1.9,0.5,178.0,Genoa,0.4,1.5,73.0,1.0
1023,31.0,2.0,0.9,1.3,0.0,0.6,83.9,0.9,0.4,1.2,0.6,1.0,0.7,0.9,Ligue1,0.3,Nicolas Maurice-Belay,0.1,0.0,0.0,"M(CL),FW",83.9,0.0,0.6,1.1,182.0,Bordeaux,1.2,1.3,80.0,2.0
1063,29.0,1.0,0.8,0.0,0.0,0.0,84.6,1.4,0.3,1.1,1.4,3.0,0.3,0.8,SerieA,0.1,Mauro Zárate,0.2,0.0,0.0,"M(CL),FW",84.6,1.0,2.7,0.7,176.0,Fiorentina,0.3,1.5,76.0,2.0
2024,29.0,0.0,1.3,0.2,0.0,0.5,85.2,1.1,0.7,1.5,0.8,3.0,0.5,1.3,PremierLeague,1.2,Mauro Zárate,0.0,0.0,0.0,"M(CL),FW",85.2,0.0,1.9,1.7,176.0,West Ham,0.7,1.7,76.0,1.0
1374,28.0,7.0,1.8,0.2,0.0,0.3,79.5,1.1,1.2,2.4,0.9,7.0,1.3,1.8,SerieA,1.6,Alejandro Gomez,0.4,0.0,0.0,"M(L),FW",79.5,1.0,2.5,1.1,164.0,Atalanta,1.3,1.9,60.0,4.0
2552,31.0,11.0,1.4,1.6,0.1,0.4,79.4,1.2,0.3,1.1,0.6,35.0,0.2,1.4,LaLiga,0.3,Cristiano Ronaldo,1.4,0.0,0.0,"M(L),FW",79.4,0.0,6.3,0.3,185.0,Real Madrid,0.3,1.2,80.0,3.0
